City_ID,City_Name,State_Name,Tier,Population,Area_sq_km,Population_Density,Latitude,Longitude,Average_Property_Price_sqft,Average_Rent_sqft,Rental_Yield,GDP_USD_Billion,IT_Hub,Financial_Hub,Manufacturing_Hub,Tourist_City,Metro_Available,Airport_Available,Smart_City,AQI_Index,Crime_Index,Livability_Score,Infrastructure_Score,Investment_Score,Price_Growth_5Y,Annual_Rainfall_mm,Avg_Temperature_C,Major_Industry,Hospitals_Count,Schools_Count,Shopping_Malls_Count,Universities_Count,Metro_Stations,EV_Charging_Stations,Internet_Coverage_Percent,Green_Cover_Percent,Last_Updated
C0254,Uttarakhand City 254,Uttarakhand,Tier 3,4857168,175.56,7711,34.108331,90.659131,9586,61,4.88,18.25,No,No,Yes,No,No,No,No,68,65,70,55,89,6.97,1777,19.7,Services,48,286,1,14,0,35,84.54,61.96,2025-12-31
C0255,Arunachal City 255,Arunachal Pradesh,Tier 3,4756381,333.23,10849,24.221232,73.580375,11936,42,4.31,1.78,No,No,Yes,No,No,Yes,Yes,198,69,84,61,51,1.12,942,16.1,Services,15,283,19,10,0,51,82.38,39.49,2025-12-31
C0256,Arunachal City 256,Arunachal Pradesh,Tier 3,3715967,114.84,694,32.929804,77.204091,6013,13,2.46,3.16,No,No,Yes,No,No,Yes,Yes,95,59,55,59,69,11.28,2879,14.2,Tourism,28,23,1,9,0,49,63.75,18.55,2025-12-31
C0257,Rajasthan City 257,Rajasthan,Tier 3,3200032,472.54,2281,9.504465,74.949066,11581,45,2.95,15.36,No,No,No,Yes,No,No,Yes,111,39,85,76,54,4.26,1769,25.8,Agriculture,39,293,18,3,0,31,88.99,49.09,2025-12-31
C0258,Himachal City 258,Himachal Pradesh,Tier 3,4816789,221.17,1674,32.542058,82.512539,14626,69,2.57,16.31,No,No,Yes,Yes,No,No,No,40,10,79,89,68,6.8,785,10.0,Services,39,138,12,11,0,80,68.08,60.44,2025-12-31
C0259,Odisha City 259,Odisha,Tier 2,1404058,377.42,9525,10.028121,70.601738,13243,15,5.32,21.81,No,No,No,No,No,Yes,No,204,70,71,90,66,11.69,2998,21.3,Manufacturing,89,174,10,6,0,58,96.44,29.71,2025-12-31
C0260,Himachal City 260,Himachal Pradesh,Tier 2,4047414,32.01,456,27.508486,79.981728,13211,53,3.96,11.91,No,No,Yes,Yes,No,Yes,No,202,17,72,74,88,2.37,825,31.0,Agriculture,20,246,11,6,0,56,60.36,54.59,2025-12-31
C0261,Nagaland City 261,Nagaland,Tier 3,1656516,72.28,10350,26.13186,91.44402,5423,22,5.92,29.03,No,No,Yes,No,No,No,Yes,31,22,90,75,57,10.05,2431,22.5,Manufacturing,75,109,18,5,0,8,82.35,54.76,2025-12-31
C0262,Himachal City 262,Himachal Pradesh,Tier 3,4830695,432.08,14734,23.169319,90.685329,4943,62,4.71,29.76,No,No,No,No,No,Yes,No,194,53,53,70,77,9.67,1766,16.9,Services,68,195,16,1,0,28,61.78,65.1,2025-12-31
C0263,Lakshadweep City 263,Lakshadweep,Tier 3,2702829,32.42,3488,17.706469,93.522855,2215,55,2.9,20.75,No,No,Yes,Yes,No,Yes,Yes,114,29,54,90,90,-1.55,2065,20.8,Agriculture,80,181,8,7,0,13,78.0,67.53,2025-12-31
C0264,Bihar City 264,Bihar,Tier 3,4409350,403.23,1494,30.496735,85.96743,14318,14,4.5,17.45,No,No,Yes,Yes,No,Yes,No,110,66,54,58,53,10.79,1910,11.4,Services,13,62,1,1,0,37,92.3,34.1,2025-12-31
C0265,Uttarakhand City 265,Uttarakhand,Tier 2,138974,243.1,7905,31.059776,93.518207,11945,14,3.36,28.14,No,No,Yes,No,No,No,Yes,57,16,50,88,54,5.89,893,32.6,Manufacturing,86,270,8,11,0,53,78.29,47.25,2025-12-31
C0266,Kerala City 266,Kerala,Tier 2,1204882,404.6,1291,11.702742,84.951147,10207,69,4.61,10.86,No,No,Yes,Yes,No,No,No,184,31,68,73,50,4.77,2793,27.0,Agriculture,35,269,17,1,0,54,73.07,68.59,2025-12-31
C0267,Madhya City 267,Madhya Pradesh,Tier 2,2915145,119.0,8094,28.148666,96.475774,11626,52,3.32,17.44,No,No,No,No,No,No,No,71,16,79,52,81,0.29,115,26.0,Manufacturing,64,119,7,15,0,42,90.68,32.55,2025-12-31
C0268,Uttar City 268,Uttar Pradesh,Tier 2,106416,200.52,1508,18.378713,84.086057,4133,26,3.76,19.01,No,No,No,Yes,No,Yes,Yes,80,28,61,64,66,7.78,1491,31.2,Manufacturing,27,110,0,5,0,33,94.6,11.26,2025-12-31
C0269,Himachal City 269,Himachal Pradesh,Tier 3,980875,189.04,3744,16.847099,74.964348,7900,50,2.69,15.9,No,No,No,Yes,No,Yes,Yes,63,60,62,62,84,2.67,1632,17.9,Services,86,135,1,6,0,68,71.18,18.91,2025-12-31
C0270,Meghalaya City 270,Meghalaya,Tier 2,2399425,440.24,14251,22.739815,84.938384,9811,21,4.91,23.58,No,No,Yes,Yes,No,No,No,157,43,79,61,70,7.69,2252,27.4,Services,65,147,18,12,0,74,84.69,22.43,2025-12-31
C0271,Madhya City 271,Madhya Pradesh,Tier 3,2016160,216.07,5313,20.325663,78.935406,4375,67,5.37,7.78,No,No,Yes,Yes,No,Yes,No,143,43,72,64,87,-2.38,2198,25.5,Services,62,249,13,13,0,47,90.57,29.02,2025-12-31
C0272,Tripura City 272,Tripura,Tier 2,1556306,237.59,4651,26.715291,78.413695,3150,26,5.37,15.48,No,No,Yes,No,No,Yes,Yes,60,14,73,52,84,0.0,905,26.9,Tourism,43,150,6,4,0,69,94.67,10.51,2025-12-31
C0273,Punjab City 273,Punjab,Tier 3,2957762,398.07,6916,35.428635,91.833978,14215,49,2.05,19.69,No,No,Yes,No,No,Yes,Yes,215,57,63,80,64,4.74,3319,23.8,Services,97,246,10,2,0,40,92.14,35.73,2025-12-31
C0274,Uttarakhand City 274,Uttarakhand,Tier 2,3729921,241.49,9449,8.873018,72.029557,3902,27,5.77,0.49,No,No,No,No,No,Yes,No,138,53,75,84,69,1.89,195,24.2,Agriculture,22,88,10,12,0,48,67.76,33.44,2025-12-31
C0275,Lakshadweep City 275,Lakshadweep,Tier 3,1629899,253.15,5687,24.515935,81.094524,6791,13,2.69,20.31,No,No,Yes,Yes,No,No,Yes,77,22,54,74,68,0.09,1292,26.5,Agriculture,63,39,11,0,0,21,72.42,64.59,2025-12-31
C0276,Uttar City 276,Uttar Pradesh,Tier 2,978987,90.69,7155,21.869283,69.994127,5182,16,5.48,9.43,No,No,No,Yes,No,No,Yes,158,55,79,67,62,-2.89,684,21.1,Services,82,136,16,10,0,72,93.41,37.61,2025-12-31
C0277,Assam City 277,Assam,Tier 2,2465179,333.76,7776,18.056673,92.436545,14781,27,3.56,24.74,No,No,Yes,No,No,Yes,Yes,188,56,77,79,74,10.66,851,27.5,Agriculture,55,32,7,5,0,35,93.54,42.26,2025-12-31
C0278,Chhattisgarh City 278,Chhattisgarh,Tier 2,4189673,223.3,12782,24.031893,96.864175,3053,56,2.42,23.04,No,No,No,No,No,No,Yes,94,23,82,52,79,-2.6,2716,27.4,Services,53,185,12,6,0,50,61.44,25.04,2025-12-31
C0279,Himachal City 279,Himachal Pradesh,Tier 3,3944373,257.84,1417,10.39391,87.053656,13491,68,3.75,14.23,No,No,No,Yes,No,Yes,Yes,185,16,61,68,57,5.02,1700,14.2,Agriculture,91,149,4,14,0,45,66.76,52.86,2025-12-31
C0280,Lakshadweep City 280,Lakshadweep,Tier 2,3758252,357.47,14005,26.408922,83.163359,12655,53,4.64,3.26,No,No,No,No,No,Yes,Yes,42,59,74,62,65,2.62,1077,15.0,Agriculture,58,24,0,10,0,24,85.84,13.79,2025-12-31
C0281,Gujarat City 281,Gujarat,Tier 2,1451293,50.69,8696,11.122831,77.487103,11008,48,2.76,6.37,No,No,No,No,No,Yes,Yes,84,16,72,70,61,-2.78,2778,17.9,Services,32,244,7,2,0,35,84.7,32.14,2025-12-31
C0282,Chhattisgarh City 282,Chhattisgarh,Tier 2,3498530,171.72,10111,22.487705,96.723754,13474,42,5.17,27.68,No,No,Yes,No,No,Yes,No,191,54,74,58,71,-0.37,3219,32.1,Tourism,90,256,2,10,0,2,83.12,45.1,2025-12-31
C0283,Tripura City 283,Tripura,Tier 2,4272993,306.11,517,14.745571,85.874112,3832,27,2.95,12.97,No,No,Yes,Yes,No,Yes,Yes,125,41,68,62,59,2.64,2729,10.9,Services,99,178,4,8,0,40,84.46,55.63,2025-12-31
C0284,Andaman City 284,Andaman and Nicobar Islands,Tier 3,2469736,382.76,4052,32.561111,77.606838,5769,21,4.16,27.22,No,No,Yes,Yes,No,No,No,76,38,90,50,54,10.05,386,33.8,Agriculture,86,82,6,4,0,11,66.6,42.93,2025-12-31
C0285,Maharashtra City 285,Maharashtra,Tier 2,4306585,66.74,12178,21.545153,72.760606,5036,23,3.7,18.25,No,No,No,No,No,No,Yes,99,65,80,55,73,2.97,787,21.8,Services,69,231,4,15,0,2,88.95,35.64,2025-12-31
C0286,Goa City 286,Goa,Tier 3,4556340,101.82,12205,13.09528,79.033057,6811,37,3.13,16.95,No,No,No,Yes,No,No,Yes,213,40,62,59,62,-2.94,2150,28.3,Tourism,67,217,13,12,0,47,74.59,28.47,2025-12-31
C0287,Chhattisgarh City 287,Chhattisgarh,Tier 3,375703,496.46,2339,19.159954,84.402649,4982,56,3.75,7.81,No,No,No,No,No,No,Yes,196,34,77,65,65,4.17,3430,19.0,Agriculture,94,85,8,14,0,18,69.66,46.13,2025-12-31
C0288,Karnataka City 288,Karnataka,Tier 2,1029207,392.36,10857,28.636675,79.146084,13368,45,5.9,2.59,No,No,Yes,No,No,Yes,No,94,54,69,82,84,6.88,1667,24.7,Services,98,55,3,11,0,18,70.22,22.57,2025-12-31
C0289,Uttar City 289,Uttar Pradesh,Tier 3,103857,493.9,13675,22.259975,70.809249,14477,52,3.67,12.62,No,No,No,No,No,Yes,Yes,125,21,58,62,81,-0.27,551,21.3,Manufacturing,28,112,1,5,0,24,69.86,64.14,2025-12-31
C0290,Uttarakhand City 290,Uttarakhand,Tier 3,965997,438.13,3021,10.314484,70.485505,3842,25,2.26,1.08,No,No,Yes,No,No,No,Yes,32,13,67,50,87,8.84,271,12.4,Agriculture,53,276,8,15,0,60,88.76,46.26,2025-12-31
C0291,Sikkim City 291,Sikkim,Tier 3,2927942,499.74,13683,14.948314,78.475108,8328,32,4.44,29.26,No,No,No,Yes,No,Yes,No,208,35,58,51,88,-1.16,2273,17.0,Manufacturing,52,241,19,15,0,65,75.7,21.28,2025-12-31
C0292,Rajasthan City 292,Rajasthan,Tier 2,3071623,440.51,13531,29.338578,87.659953,5626,46,3.94,22.23,No,No,Yes,No,No,No,No,198,64,56,74,68,6.11,3016,13.6,Agriculture,21,264,2,9,0,70,97.51,38.01,2025-12-31
C0293,Delhi City 293,Delhi,Tier 2,4094722,341.44,4246,15.057324,72.942557,12609,52,2.36,13.16,No,No,Yes,Yes,No,No,No,226,27,64,66,80,11.27,2846,13.1,Manufacturing,73,261,2,10,0,28,95.41,55.98,2025-12-31
C0294,Chhattisgarh City 294,Chhattisgarh,Tier 3,3212591,457.78,12472,29.344072,79.067865,12320,58,4.25,25.71,No,No,Yes,Yes,No,No,Yes,104,15,57,55,71,8.11,870,28.6,Agriculture,78,198,4,10,0,48,81.92,10.1,2025-12-31
C0295,Bihar City 295,Bihar,Tier 2,3306000,490.53,5537,30.367146,91.128026,14850,16,4.08,18.13,No,No,Yes,Yes,No,No,Yes,167,64,79,70,59,9.24,1315,30.9,Services,92,243,4,9,0,18,88.39,60.95,2025-12-31
C0296,Assam City 296,Assam,Tier 3,2641169,266.12,11582,11.580456,96.90861,13375,44,3.91,24.89,No,No,No,No,No,No,Yes,237,31,59,63,64,7.51,315,33.1,Manufacturing,67,210,9,5,0,2,80.82,30.24,2025-12-31
C0297,Ladakh City 297,Ladakh,Tier 3,3332988,213.8,8948,29.075883,76.188558,4996,52,5.43,11.93,No,No,Yes,No,No,Yes,No,147,51,60,86,58,3.63,2076,17.3,Manufacturing,31,121,6,0,0,46,87.59,44.54,2025-12-31
C0298,Jharkhand City 298,Jharkhand,Tier 3,3632867,349.34,3056,34.853575,70.785384,9563,19,5.78,3.7,No,No,No,No,No,Yes,No,92,12,57,65,75,4.33,2917,24.9,Manufacturing,88,202,2,14,0,48,70.46,49.19,2025-12-31
C0299,Telangana City 299,Telangana,Tier 2,1056636,84.81,2299,22.187335,87.394974,10151,22,2.09,17.27,No,No,No,No,No,Yes,Yes,128,40,77,69,86,-1.12,1432,11.6,Manufacturing,56,20,12,15,0,8,79.72,45.08,2025-12-31
C0300,Haryana City 300,Haryana,Tier 2,1034202,114.91,10115,28.161261,68.154396,9127,59,3.26,1.37,No,No,Yes,Yes,No,Yes,No,247,58,52,55,57,4.59,1589,34.2,Manufacturing,59,10,7,9,0,5,95.96,41.17,2025-12-31
C0301,Odisha City 301,Odisha,Tier 3,1223189,301.22,11688,17.075145,94.412712,7569,46,4.15,6.45,No,No,Yes,Yes,No,Yes,Yes,78,19,69,63,58,6.03,984,24.8,Tourism,21,226,2,8,0,33,74.51,64.22,2025-12-31
C0302,Uttar City 302,Uttar Pradesh,Tier 3,748385,474.03,11384,20.334958,88.140946,10580,21,2.28,22.03,No,No,Yes,No,No,Yes,No,240,19,70,77,74,-2.61,2572,16.2,Tourism,20,282,3,13,0,8,72.52,15.34,2025-12-31
C0303,Sikkim City 303,Sikkim,Tier 3,1277501,438.36,3998,15.935757,70.840459,5440,32,5.81,23.53,No,No,Yes,Yes,No,No,No,54,43,72,86,68,5.27,2588,12.5,Agriculture,26,172,12,5,0,44,90.63,50.67,2025-12-31
C0304,Lakshadweep City 304,Lakshadweep,Tier 3,4050207,308.39,4544,8.275427,82.893397,4347,50,2.51,11.49,No,No,No,Yes,No,No,Yes,203,48,76,79,61,3.58,1549,30.0,Tourism,40,229,16,7,0,39,84.15,15.22,2025-12-31
C0305,Punjab City 305,Punjab,Tier 3,2673427,427.27,10698,10.304771,89.168638,3334,18,4.3,2.72,No,No,No,No,No,Yes,No,203,42,58,80,81,4.73,2872,32.2,Agriculture,56,17,19,6,0,0,87.14,52.16,2025-12-31
C0306,Tamil City 306,Tamil Nadu,Tier 2,4480119,351.52,993,25.613833,95.974774,12851,67,5.53,15.8,No,No,Yes,Yes,No,Yes,No,244,18,82,72,53,3.34,1652,14.3,Agriculture,48,137,17,3,0,37,71.37,27.61,2025-12-31
C0307,Maharashtra City 307,Maharashtra,Tier 2,4821792,215.0,5294,34.944161,95.814913,10246,60,5.57,28.08,No,No,No,Yes,No,No,Yes,187,39,71,69,72,-1.39,1532,32.3,Manufacturing,56,191,0,3,0,55,78.7,15.08,2025-12-31
C0308,Chandigarh City 308,Chandigarh,Tier 2,3495361,88.21,8285,8.200403,90.313981,5898,22,3.88,11.35,No,No,No,No,No,Yes,No,57,38,78,60,58,2.31,1877,10.1,Manufacturing,19,107,9,1,0,17,74.99,54.64,2025-12-31
C0309,Assam City 309,Assam,Tier 2,1719265,475.74,11199,36.504932,71.444977,9812,43,3.98,20.52,No,No,Yes,No,No,No,No,63,17,56,51,58,-0.67,2148,10.3,Manufacturing,11,185,13,0,0,55,78.25,26.93,2025-12-31
C0310,Goa City 310,Goa,Tier 3,2128254,320.28,12248,22.825955,75.234537,14362,15,5.46,29.83,No,No,Yes,No,No,Yes,No,210,60,56,82,89,-0.28,2521,25.7,Manufacturing,34,71,4,12,0,4,70.41,21.53,2025-12-31
C0311,Jharkhand City 311,Jharkhand,Tier 3,198154,319.74,1789,33.066153,79.030227,10401,27,4.8,29.41,No,No,Yes,No,No,No,No,45,42,77,53,69,-1.35,1589,17.0,Tourism,96,224,7,10,0,6,66.91,10.03,2025-12-31
C0312,Rajasthan City 312,Rajasthan,Tier 2,2443412,251.87,10237,10.922089,73.36036,9849,31,3.34,3.52,No,No,Yes,Yes,No,No,No,219,61,73,87,83,6.07,1075,26.3,Manufacturing,79,206,2,3,0,16,83.92,46.11,2025-12-31
C0313,Assam City 313,Assam,Tier 2,1668393,361.19,1916,10.171508,83.850792,7418,27,4.9,29.69,No,No,Yes,Yes,No,Yes,Yes,79,36,85,66,85,11.63,1599,21.2,Agriculture,60,44,15,13,0,67,95.39,40.23,2025-12-31
C0314,Arunachal City 314,Arunachal Pradesh,Tier 2,2349725,357.45,2412,16.400034,95.718285,2796,58,5.89,5.87,No,No,No,No,No,Yes,Yes,142,58,82,74,85,8.69,1741,25.2,Manufacturing,28,11,5,6,0,75,86.48,62.75,2025-12-31
C0315,Chandigarh City 315,Chandigarh,Tier 3,4276329,362.64,8902,15.506204,92.721777,6655,53,3.07,3.75,No,No,Yes,Yes,No,Yes,No,40,50,59,67,58,1.06,3338,11.3,Manufacturing,31,283,3,0,0,44,84.04,68.33,2025-12-31
C0316,Rajasthan City 316,Rajasthan,Tier 2,4657653,154.1,2489,19.841944,85.732979,7118,11,4.5,0.51,No,No,No,Yes,No,No,Yes,95,11,84,87,56,7.84,2918,19.5,Tourism,85,292,6,14,0,28,72.32,22.24,2025-12-31
C0317,Uttar City 317,Uttar Pradesh,Tier 2,3791788,138.91,12199,20.583203,72.301691,9648,13,3.98,13.89,No,No,Yes,Yes,No,No,Yes,195,28,51,69,60,10.28,3448,19.9,Manufacturing,13,83,2,13,0,31,77.29,48.71,2025-12-31
C0318,Uttar City 318,Uttar Pradesh,Tier 2,4468938,94.53,12595,31.431789,85.495512,7991,32,2.08,24.83,No,No,Yes,Yes,No,Yes,Yes,98,19,90,88,50,8.89,138,33.9,Agriculture,74,183,2,6,0,17,78.26,43.77,2025-12-31
C0319,Delhi City 319,Delhi,Tier 2,2628532,185.93,2831,15.070457,83.762267,6182,48,4.17,0.83,No,No,Yes,Yes,No,No,Yes,160,66,76,59,50,10.68,198,15.7,Services,23,190,20,9,0,28,95.02,51.07,2025-12-31
C0320,Haryana City 320,Haryana,Tier 3,1472364,495.66,3978,10.950351,95.719623,7654,12,4.46,3.73,No,No,Yes,Yes,No,Yes,Yes,139,43,71,88,61,7.19,715,32.3,Tourism,84,156,11,3,0,34,94.82,49.7,2025-12-31
C0321,Mizoram City 321,Mizoram,Tier 2,68276,435.01,2735,30.555737,72.251084,4221,32,3.79,23.95,No,No,No,Yes,No,Yes,No,216,27,59,55,70,11.92,844,29.2,Tourism,45,263,13,15,0,52,82.87,48.2,2025-12-31
C0322,Himachal City 322,Himachal Pradesh,Tier 2,3264390,226.77,8444,23.62367,82.285441,10585,60,2.92,2.69,No,No,No,Yes,No,Yes,Yes,122,10,63,51,73,5.38,647,33.0,Agriculture,49,194,4,9,0,58,65.48,61.2,2025-12-31
C0323,Uttarakhand City 323,Uttarakhand,Tier 2,1817793,419.08,1215,29.662865,71.399838,13199,53,2.57,22.05,No,No,No,No,No,Yes,Yes,199,47,54,80,88,10.06,223,13.7,Manufacturing,15,135,2,0,0,72,91.58,34.99,2025-12-31
C0324,Kerala City 324,Kerala,Tier 3,1225347,381.61,11745,35.514207,81.635351,13638,29,3.78,19.42,No,No,Yes,No,No,Yes,Yes,45,66,52,88,61,4.55,144,19.9,Services,92,242,17,8,0,73,79.07,52.56,2025-12-31
C0325,West City 325,West Bengal,Tier 2,2330255,487.37,8844,18.949248,95.581118,13975,21,3.6,1.87,No,No,No,Yes,No,Yes,No,152,30,75,74,60,-2.18,1621,26.2,Manufacturing,39,65,3,2,0,46,82.92,60.8,2025-12-31
C0326,Arunachal City 326,Arunachal Pradesh,Tier 2,2417323,106.5,2044,9.894256,85.316212,14194,66,3.24,16.64,No,No,Yes,Yes,No,No,Yes,175,46,52,86,80,-2.31,1388,12.3,Tourism,6,192,9,12,0,64,67.41,55.11,2025-12-31
C0327,Tamil City 327,Tamil Nadu,Tier 2,866881,185.72,14988,29.502089,70.929084,14498,17,2.09,23.92,No,No,No,Yes,No,No,Yes,68,53,79,55,90,-1.6,3042,15.8,Manufacturing,92,82,5,10,0,57,89.84,30.34,2025-12-31
C0328,Telangana City 328,Telangana,Tier 3,385652,448.62,12984,27.803331,74.934208,11800,46,2.3,4.74,No,No,No,Yes,No,Yes,Yes,226,65,69,85,55,4.48,1962,17.8,Tourism,25,44,8,11,0,45,63.39,20.75,2025-12-31
C0329,Jammu City 329,Jammu and Kashmir,Tier 3,4020000,489.89,12803,33.423078,86.85847,4101,68,2.5,17.15,No,No,Yes,No,No,No,No,134,64,89,58,78,2.5,2658,33.8,Tourism,15,221,16,14,0,33,93.34,69.47,2025-12-31
C0330,Assam City 330,Assam,Tier 2,2103672,358.88,9488,8.230345,92.738734,6562,32,2.63,12.1,No,No,Yes,Yes,No,No,No,201,15,72,79,79,6.64,3451,21.6,Agriculture,28,65,12,13,0,25,75.26,13.87,2025-12-31
C0331,Sikkim City 331,Sikkim,Tier 3,1833713,360.08,8102,11.315467,81.182781,10730,17,5.79,4.54,No,No,Yes,No,No,Yes,No,45,69,73,77,80,0.2,966,31.7,Services,39,139,20,5,0,10,65.39,26.43,2025-12-31
C0332,Goa City 332,Goa,Tier 3,3836793,439.51,8897,14.209042,93.899128,4815,61,2.21,26.87,No,No,No,No,No,No,Yes,80,32,76,80,80,5.03,3310,14.0,Services,50,209,0,6,0,9,87.46,44.71,2025-12-31
C0333,Jharkhand City 333,Jharkhand,Tier 3,2705122,36.67,14988,21.301113,72.277111,6984,15,5.17,20.28,No,No,No,Yes,No,No,Yes,192,38,90,87,56,-2.45,3154,34.5,Services,94,289,5,12,0,27,73.23,67.14,2025-12-31
C0334,Andhra City 334,Andhra Pradesh,Tier 3,3101729,37.61,14990,16.901997,91.752494,3843,52,4.0,29.97,No,No,No,No,No,No,No,242,44,77,83,71,-1.3,820,21.5,Tourism,27,293,19,5,0,69,76.56,27.1,2025-12-31
C0335,West City 335,West Bengal,Tier 3,882360,497.82,13504,32.279801,70.5995,2069,47,5.73,3.29,No,No,Yes,No,No,Yes,No,248,36,63,64,79,5.27,568,14.9,Services,20,189,14,13,0,50,60.29,32.48,2025-12-31
C0336,Manipur City 336,Manipur,Tier 3,2294868,443.42,4633,16.914504,94.177519,8594,51,2.97,27.03,No,No,No,Yes,No,Yes,Yes,69,60,73,83,88,1.76,798,34.0,Services,35,294,12,6,0,78,84.49,59.71,2025-12-31
C0337,West City 337,West Bengal,Tier 2,3325010,489.36,3146,19.690452,77.225623,4395,35,2.92,21.36,No,No,Yes,Yes,No,No,No,244,45,60,70,63,-1.6,205,20.9,Manufacturing,8,288,2,12,0,3,88.21,17.83,2025-12-31
C0338,Jammu City 338,Jammu and Kashmir,Tier 3,1614938,142.67,3933,16.610753,83.527099,5818,54,5.12,23.62,No,No,No,Yes,No,No,Yes,66,50,51,90,87,10.0,554,21.5,Agriculture,18,82,9,8,0,23,63.53,39.65,2025-12-31
C0339,Telangana City 339,Telangana,Tier 2,3328269,77.32,13332,8.636752,70.133703,12051,12,2.84,12.71,No,No,No,No,No,Yes,Yes,106,10,61,86,90,6.1,228,12.9,Tourism,49,257,19,0,0,20,79.83,25.27,2025-12-31
C0340,Haryana City 340,Haryana,Tier 2,297927,281.9,8786,22.840597,72.418034,7778,15,5.59,1.08,No,No,Yes,Yes,No,Yes,Yes,98,27,80,62,55,2.23,2358,26.3,Services,100,263,13,12,0,24,69.5,21.87,2025-12-31
C0341,Nagaland City 341,Nagaland,Tier 3,913142,304.31,12857,25.039788,72.80394,5172,69,4.89,13.12,No,No,No,No,No,No,No,189,16,88,74,77,-0.0,1545,19.3,Agriculture,62,95,1,8,0,75,75.57,46.23,2025-12-31
C0342,Andaman City 342,Andaman and Nicobar Islands,Tier 3,3391238,44.07,3247,31.462174,80.452217,4846,30,2.98,6.61,No,No,No,No,No,Yes,No,61,10,70,50,71,0.21,2424,29.9,Manufacturing,76,43,12,9,0,77,68.06,23.05,2025-12-31
C0343,Dadra City 343,Dadra and Nagar Haveli and Daman and Diu,Tier 3,677670,299.76,10888,20.230754,89.929835,7006,60,3.28,6.07,No,No,No,No,No,Yes,No,137,17,57,78,60,6.02,2521,19.6,Agriculture,41,19,20,0,0,59,70.81,60.5,2025-12-31
C0344,Uttar City 344,Uttar Pradesh,Tier 2,4525045,461.48,940,17.784306,68.471896,9498,14,5.32,12.57,No,No,No,No,No,No,No,132,15,85,70,81,6.18,1711,17.5,Services,68,72,11,3,0,3,68.51,59.53,2025-12-31
C0345,Himachal City 345,Himachal Pradesh,Tier 2,2758337,434.85,12166,20.634791,72.935552,4931,54,5.61,11.19,No,No,Yes,Yes,No,No,Yes,58,13,69,54,66,1.94,2609,29.8,Services,39,97,4,14,0,15,64.8,61.71,2025-12-31
C0346,Uttarakhand City 346,Uttarakhand,Tier 3,1076541,275.23,4240,24.758657,87.1768,6396,28,5.09,14.58,No,No,Yes,No,No,No,Yes,120,45,65,63,54,-1.87,2125,11.5,Agriculture,90,120,14,12,0,24,78.53,30.43,2025-12-31
C0347,Andaman City 347,Andaman and Nicobar Islands,Tier 3,2665781,363.0,11036,12.465969,82.630831,3930,22,5.67,11.69,No,No,No,Yes,No,No,Yes,47,27,77,60,69,11.27,2464,26.2,Manufacturing,64,64,3,7,0,2,93.98,21.22,2025-12-31
C0348,Arunachal City 348,Arunachal Pradesh,Tier 3,4503389,242.74,4651,11.43146,83.958824,7606,35,2.85,12.03,No,No,No,No,No,Yes,No,99,33,56,53,74,7.98,1830,14.8,Manufacturing,56,100,19,8,0,67,83.08,41.12,2025-12-31
C0349,Gujarat City 349,Gujarat,Tier 2,2138295,480.72,3897,11.340449,93.956695,11224,25,2.96,16.06,No,No,No,Yes,No,No,No,130,16,64,67,81,0.09,3318,15.1,Tourism,95,157,0,3,0,23,79.12,52.03,2025-12-31
C0350,Ladakh City 350,Ladakh,Tier 3,2051685,110.01,11464,10.014184,73.432988,9258,17,5.85,20.05,No,No,No,No,No,Yes,Yes,97,66,54,60,50,5.91,2040,24.6,Services,36,251,3,1,0,2,81.56,69.42,2025-12-31
C0351,Manipur City 351,Manipur,Tier 2,1279626,394.37,1938,16.833466,89.349407,9215,39,4.94,29.7,No,No,No,No,No,No,No,147,10,72,69,71,10.37,3272,26.6,Services,19,148,16,0,0,18,97.19,61.38,2025-12-31
C0352,Jharkhand City 352,Jharkhand,Tier 3,4226119,44.53,9763,29.48936,96.225427,7688,21,4.98,5.98,No,No,No,Yes,No,No,No,164,21,66,72,71,2.87,1809,33.6,Tourism,44,107,1,10,0,78,64.67,57.72,2025-12-31
C0353,Tamil City 353,Tamil Nadu,Tier 3,974345,485.65,8474,34.889758,72.266802,12956,17,4.09,8.84,No,No,Yes,No,No,No,No,46,61,68,50,79,-2.39,1259,30.6,Agriculture,11,260,9,0,0,55,73.39,60.05,2025-12-31
C0354,Bihar City 354,Bihar,Tier 3,1205268,194.6,4941,30.772636,82.557804,14397,43,2.62,2.76,No,No,No,Yes,No,Yes,No,179,68,55,68,64,-2.52,1552,16.2,Services,59,214,3,8,0,38,82.69,20.4,2025-12-31
C0355,West City 355,West Bengal,Tier 3,4900019,95.41,12877,13.785693,71.935032,10881,20,3.2,2.75,No,No,No,Yes,No,No,No,54,18,83,78,70,4.56,2906,27.8,Services,50,228,14,13,0,52,77.53,64.75,2025-12-31
C0356,Arunachal City 356,Arunachal Pradesh,Tier 3,791796,385.25,10379,34.298615,90.81233,11308,40,3.49,18.7,No,No,No,Yes,No,No,Yes,133,52,50,79,83,3.9,322,12.1,Tourism,88,64,10,3,0,37,81.49,51.44,2025-12-31
C0357,Bihar City 357,Bihar,Tier 2,4954126,346.97,12413,28.79159,88.345607,10258,17,4.25,29.02,No,No,Yes,Yes,No,Yes,No,190,29,50,81,89,7.32,569,11.7,Manufacturing,82,71,16,3,0,31,67.76,38.42,2025-12-31
