Mall_ID,Mall_Name,State_Name,City_Name,Locality_Name,Mall_Type,Floors,Total_Shops,Parking_Capacity,Food_Court,Multiplex,Hypermarket,Rating,Reviews,Opening_Year
MALL000222,Urban Galleria,Delhi,New Delhi,Sector 16,Regional,3,121,1856,No,No,No,4.7,11942,2012
MALL000223,Urban Galleria,Karnataka,Bengaluru,Sector 3,Community,5,498,2912,No,No,No,4.5,10456,2000
MALL000224,City Centre Mall,Telangana,Hyderabad,Sector 11,Premium,3,453,2735,No,Yes,No,3.7,33763,2011
MALL000225,Metro Plaza,Maharashtra,Pune,Sector 22,Premium,4,400,2984,Yes,Yes,No,3.6,42471,2014
MALL000226,Grand Square Mall,Maharashtra,Pune,Sector 50,Luxury,6,87,1026,No,No,Yes,4.7,27196,2003
MALL000227,Grand Square Mall,Maharashtra,Mumbai,Sector 15,Premium,8,213,1834,No,Yes,Yes,4.2,34580,2011
MALL000228,City Centre Mall,Maharashtra,Mumbai,Sector 9,Premium,3,98,896,No,Yes,Yes,4.1,35112,2009
MALL000229,City Centre Mall,Delhi,New Delhi,Sector 75,Luxury,4,83,2777,No,Yes,Yes,3.7,40454,2017
MALL000230,Grand Square Mall,Delhi,New Delhi,Sector 71,Community,3,211,432,Yes,Yes,Yes,3.9,27410,2010
MALL000231,Urban Galleria,Maharashtra,Pune,Sector 67,Regional,6,352,391,No,Yes,Yes,4.0,37263,2006
MALL000232,Royal Mall,Tamil Nadu,Chennai,Sector 74,Regional,8,373,2936,No,Yes,Yes,4.8,43197,2010
MALL000233,Phoenix Marketcity,Tamil Nadu,Chennai,Sector 9,Premium,5,466,419,Yes,Yes,No,4.0,867,2012
MALL000234,Grand Square Mall,Tamil Nadu,Chennai,Sector 2,Premium,4,172,1168,Yes,Yes,No,4.8,3559,2002
MALL000235,Grand Square Mall,Telangana,Hyderabad,Sector 35,Premium,5,172,2638,No,Yes,Yes,4.5,9986,1996
MALL000236,Urban Galleria,Karnataka,Bengaluru,Sector 8,Community,3,60,1547,No,Yes,No,5.0,30205,1995
MALL000237,Grand Square Mall,Delhi,New Delhi,Sector 52,Regional,3,62,476,No,No,Yes,3.8,39756,2012
MALL000238,Grand Square Mall,Tamil Nadu,Chennai,Sector 45,Regional,4,232,2342,No,No,Yes,3.6,37026,2019
MALL000239,Urban Galleria,Maharashtra,Mumbai,Sector 36,Regional,7,364,2238,Yes,Yes,Yes,4.0,31427,2005
MALL000240,Royal Mall,Telangana,Hyderabad,Sector 51,Community,4,193,1468,No,Yes,Yes,3.9,17603,2013
MALL000241,Royal Mall,Delhi,New Delhi,Sector 25,Luxury,7,457,1763,No,No,No,4.6,12645,2006
MALL000242,Royal Mall,Tamil Nadu,Chennai,Sector 34,Premium,4,392,2118,Yes,No,Yes,4.4,1296,1996
MALL000243,DLF Mall of India,Maharashtra,Pune,Sector 73,Premium,3,153,2756,Yes,No,Yes,4.8,47529,2016
MALL000244,DLF Mall of India,Tamil Nadu,Chennai,Sector 23,Premium,4,318,1341,Yes,No,No,4.9,5339,2011
MALL000245,Urban Galleria,Telangana,Hyderabad,Sector 54,Premium,4,130,490,Yes,Yes,No,3.9,46685,2023
MALL000246,Urban Galleria,Telangana,Hyderabad,Sector 76,Luxury,3,162,893,Yes,Yes,No,3.6,16549,2020
MALL000247,Royal Mall,Maharashtra,Pune,Sector 43,Luxury,6,266,2058,Yes,No,Yes,4.6,23790,1998
MALL000248,Royal Mall,Telangana,Hyderabad,Sector 31,Premium,4,404,2420,Yes,No,Yes,4.0,43962,1999
MALL000249,Grand Square Mall,Tamil Nadu,Chennai,Sector 66,Community,6,423,2068,No,Yes,No,4.2,31252,2021
MALL000250,Urban Galleria,Maharashtra,Pune,Sector 64,Regional,6,421,2668,Yes,Yes,Yes,4.4,47439,2020
MALL000251,Metro Plaza,Delhi,New Delhi,Sector 59,Community,2,139,2883,Yes,Yes,No,4.4,46472,2020
MALL000252,Metro Plaza,Tamil Nadu,Chennai,Sector 68,Regional,3,400,2416,Yes,Yes,Yes,4.0,12691,2004
MALL000253,Metro Plaza,Tamil Nadu,Chennai,Sector 44,Premium,2,101,496,Yes,Yes,No,3.7,18800,2019
MALL000254,Urban Galleria,Karnataka,Bengaluru,Sector 25,Premium,2,180,979,No,Yes,No,3.8,4933,2025
MALL000255,Urban Galleria,Telangana,Hyderabad,Sector 42,Luxury,5,241,206,No,Yes,Yes,5.0,28871,2025
MALL000256,Ambience Mall,Telangana,Hyderabad,Sector 13,Community,4,322,1254,Yes,Yes,No,4.2,29611,2016
MALL000257,Metro Plaza,Tamil Nadu,Chennai,Sector 75,Regional,3,271,1191,No,No,No,4.6,13581,2006
MALL000258,Grand Square Mall,Karnataka,Bengaluru,Sector 1,Luxury,4,210,1111,Yes,No,No,4.6,17783,2001
MALL000259,Metro Plaza,Telangana,Hyderabad,Sector 61,Premium,8,98,2098,No,Yes,Yes,3.6,46678,2021
MALL000260,City Centre Mall,Telangana,Hyderabad,Sector 25,Regional,5,475,2277,Yes,No,Yes,4.9,22406,1995
MALL000261,City Centre Mall,Telangana,Hyderabad,Sector 35,Luxury,7,188,2241,Yes,Yes,No,4.1,15641,2003
MALL000262,Phoenix Marketcity,Delhi,New Delhi,Sector 70,Regional,6,260,1497,Yes,No,No,3.7,25218,1997
MALL000263,Urban Galleria,Tamil Nadu,Chennai,Sector 62,Luxury,4,275,1399,No,Yes,No,3.9,49264,2014
MALL000264,Urban Galleria,Maharashtra,Pune,Sector 14,Luxury,7,264,2103,No,No,No,3.6,20792,2005
MALL000265,VR Mall,Maharashtra,Pune,Sector 52,Luxury,2,487,1261,No,No,Yes,4.5,40901,2010
MALL000266,VR Mall,Delhi,New Delhi,Sector 41,Premium,7,193,1423,Yes,No,Yes,4.5,24643,2000
MALL000267,Royal Mall,Maharashtra,Mumbai,Sector 5,Premium,3,345,1439,No,Yes,No,4.7,2092,2021
MALL000268,Royal Mall,Tamil Nadu,Chennai,Sector 50,Premium,8,225,295,Yes,No,No,5.0,25940,2007
MALL000269,Royal Mall,Telangana,Hyderabad,Sector 9,Luxury,6,433,1151,No,No,Yes,4.5,49210,2013
MALL000270,Urban Galleria,Delhi,New Delhi,Sector 28,Community,6,168,1958,No,Yes,Yes,4.1,6009,1996
MALL000271,Royal Mall,Maharashtra,Pune,Sector 48,Regional,7,378,2952,Yes,Yes,Yes,3.8,3986,2000
MALL000272,Phoenix Marketcity,Telangana,Hyderabad,Sector 33,Luxury,3,372,1450,Yes,No,Yes,3.8,5649,2005
MALL000273,Metro Plaza,Maharashtra,Pune,Sector 9,Community,3,359,358,Yes,No,Yes,4.9,41378,2014
MALL000274,Urban Galleria,Delhi,New Delhi,Sector 17,Community,6,162,294,No,No,No,4.8,32250,2024
MALL000275,Urban Galleria,Delhi,New Delhi,Sector 8,Luxury,3,377,686,Yes,Yes,Yes,3.9,46916,2019
MALL000276,Royal Mall,Maharashtra,Pune,Sector 31,Regional,5,374,2153,No,Yes,No,4.4,40136,2021
MALL000277,Metro Plaza,Tamil Nadu,Chennai,Sector 27,Regional,7,311,2497,Yes,Yes,Yes,4.3,32146,2005
MALL000278,Royal Mall,Karnataka,Bengaluru,Sector 63,Community,2,207,2331,No,Yes,No,3.9,49978,2011
MALL000279,Urban Galleria,Karnataka,Bengaluru,Sector 40,Luxury,6,380,1666,No,No,No,3.6,33438,2000
MALL000280,Urban Galleria,Maharashtra,Mumbai,Sector 5,Luxury,2,498,975,Yes,No,Yes,4.0,18707,2016
MALL000281,Royal Mall,Maharashtra,Mumbai,Sector 24,Luxury,2,258,2485,No,No,No,4.0,16265,1998
MALL000282,City Centre Mall,Delhi,New Delhi,Sector 79,Luxury,2,328,2316,No,Yes,No,4.4,16364,2010
MALL000283,Metro Plaza,Telangana,Hyderabad,Sector 31,Regional,6,191,785,Yes,No,Yes,3.8,35313,2024
MALL000284,Lulu Mall,Tamil Nadu,Chennai,Sector 40,Community,6,106,1716,No,No,Yes,3.7,49009,2018
MALL000285,Metro Plaza,Karnataka,Bengaluru,Sector 7,Regional,8,497,959,Yes,No,Yes,3.6,31120,1996
MALL000286,Urban Galleria,Telangana,Hyderabad,Sector 63,Community,5,366,2168,Yes,Yes,Yes,4.0,19199,2000
MALL000287,Metro Plaza,Telangana,Hyderabad,Sector 27,Regional,5,117,1769,Yes,No,Yes,3.9,26739,2020
MALL000288,Metro Plaza,Delhi,New Delhi,Sector 33,Premium,2,424,2022,Yes,No,Yes,4.5,12545,2022
MALL000289,City Centre Mall,Telangana,Hyderabad,Sector 49,Regional,3,86,2272,Yes,No,Yes,4.1,4686,2025
MALL000290,Metro Plaza,Telangana,Hyderabad,Sector 4,Community,4,435,2562,Yes,No,No,3.5,19517,2022
MALL000291,Lulu Mall,Karnataka,Bengaluru,Sector 68,Regional,6,163,868,Yes,Yes,No,4.7,16107,2012
MALL000292,Metro Plaza,Karnataka,Bengaluru,Sector 41,Regional,3,242,1943,No,Yes,No,3.7,12220,2009
MALL000293,DLF Mall of India,Tamil Nadu,Chennai,Sector 27,Community,6,268,2658,Yes,Yes,Yes,4.9,15339,2009
MALL000294,City Centre Mall,Maharashtra,Pune,Sector 39,Community,8,441,1537,Yes,Yes,No,4.1,16329,1998
MALL000295,City Centre Mall,Tamil Nadu,Chennai,Sector 5,Community,8,151,1616,No,Yes,No,4.9,36508,2012
MALL000296,Grand Square Mall,Delhi,New Delhi,Sector 48,Premium,4,146,584,No,Yes,Yes,4.7,41008,2021
MALL000297,Ambience Mall,Maharashtra,Mumbai,Sector 49,Regional,4,379,2884,No,Yes,Yes,4.3,28505,2011
MALL000298,Grand Square Mall,Telangana,Hyderabad,Sector 33,Premium,3,481,1708,Yes,No,Yes,4.9,46072,2004
MALL000299,Metro Plaza,Tamil Nadu,Chennai,Sector 67,Premium,2,258,2982,No,Yes,No,4.7,2896,2019
MALL000300,Metro Plaza,Maharashtra,Mumbai,Sector 33,Premium,3,341,2144,Yes,No,Yes,4.7,20128,2018
MALL000301,Grand Square Mall,Telangana,Hyderabad,Sector 29,Premium,7,388,787,No,Yes,Yes,4.7,37797,1999
MALL000302,Urban Galleria,Maharashtra,Mumbai,Sector 6,Regional,4,329,331,Yes,Yes,Yes,4.3,45734,2023
MALL000303,Grand Square Mall,Karnataka,Bengaluru,Sector 25,Community,6,146,2931,Yes,Yes,No,4.9,30890,2002
MALL000304,Royal Mall,Karnataka,Bengaluru,Sector 25,Regional,6,388,1223,Yes,Yes,Yes,4.3,41197,1999
MALL000305,City Centre Mall,Karnataka,Bengaluru,Sector 79,Premium,3,98,1062,Yes,No,Yes,4.6,7831,2021
MALL000306,Grand Square Mall,Tamil Nadu,Chennai,Sector 13,Premium,6,270,2644,No,Yes,Yes,3.7,1220,2009
MALL000307,Ambience Mall,Maharashtra,Pune,Sector 7,Luxury,2,229,658,Yes,Yes,No,4.3,32622,2000
MALL000308,City Centre Mall,Delhi,New Delhi,Sector 37,Community,6,214,896,Yes,No,Yes,4.0,20522,2006
MALL000309,City Centre Mall,Telangana,Hyderabad,Sector 41,Luxury,6,480,1584,Yes,Yes,Yes,5.0,49076,2004
MALL000310,Grand Square Mall,Maharashtra,Mumbai,Sector 56,Premium,8,62,2452,Yes,Yes,No,3.7,41509,1999
MALL000311,Lulu Mall,Delhi,New Delhi,Sector 24,Community,6,65,353,Yes,Yes,Yes,4.5,20672,1995
MALL000312,Royal Mall,Karnataka,Bengaluru,Sector 12,Premium,8,212,453,Yes,Yes,Yes,4.5,16837,2016
MALL000313,City Centre Mall,Karnataka,Bengaluru,Sector 47,Premium,3,213,1697,Yes,Yes,Yes,4.0,49423,1996
MALL000314,City Centre Mall,Karnataka,Bengaluru,Sector 5,Luxury,4,378,2380,Yes,No,No,4.3,38728,2002
MALL000315,Royal Mall,Tamil Nadu,Chennai,Sector 26,Luxury,5,66,1007,Yes,No,No,4.6,40089,2010
MALL000316,Ambience Mall,Telangana,Hyderabad,Sector 30,Premium,7,486,1897,No,Yes,Yes,3.8,23210,2000
MALL000317,Metro Plaza,Delhi,New Delhi,Sector 62,Luxury,2,168,390,Yes,Yes,No,4.7,5170,2002
MALL000318,Metro Plaza,Karnataka,Bengaluru,Sector 60,Regional,2,374,1336,No,Yes,Yes,3.6,22034,2005
MALL000319,Grand Square Mall,Telangana,Hyderabad,Sector 63,Regional,6,79,1838,No,Yes,No,3.7,9927,1998
MALL000320,City Centre Mall,Tamil Nadu,Chennai,Sector 13,Premium,4,309,286,Yes,Yes,No,4.5,46961,2006
MALL000321,VR Mall,Maharashtra,Pune,Sector 63,Premium,8,473,1131,Yes,Yes,Yes,4.0,24247,2004
MALL000322,Urban Galleria,Telangana,Hyderabad,Sector 11,Premium,7,135,1801,Yes,No,No,4.0,37298,1998
MALL000323,Metro Plaza,Telangana,Hyderabad,Sector 31,Community,3,450,1992,Yes,No,Yes,4.3,38768,2002
MALL000324,City Centre Mall,Telangana,Hyderabad,Sector 28,Community,5,448,315,No,No,No,5.0,26955,2018
MALL000325,Grand Square Mall,Maharashtra,Pune,Sector 12,Luxury,5,416,460,Yes,No,No,4.2,14978,2008
MALL000326,Ambience Mall,Tamil Nadu,Chennai,Sector 41,Community,7,378,420,No,Yes,No,4.8,40155,2012
MALL000327,Metro Plaza,Maharashtra,Pune,Sector 58,Premium,7,295,638,No,No,No,4.3,5026,2019
MALL000328,Phoenix Marketcity,Telangana,Hyderabad,Sector 26,Community,8,266,1104,Yes,Yes,Yes,4.9,2149,2017
MALL000329,Metro Plaza,Telangana,Hyderabad,Sector 17,Community,2,352,521,No,Yes,No,4.5,3542,2003
MALL000330,Urban Galleria,Delhi,New Delhi,Sector 24,Luxury,2,350,892,Yes,No,Yes,4.5,41884,2014
MALL000331,Phoenix Marketcity,Telangana,Hyderabad,Sector 18,Community,8,480,464,Yes,Yes,Yes,4.8,7601,2015
MALL000332,Urban Galleria,Karnataka,Bengaluru,Sector 41,Luxury,4,216,2288,Yes,No,Yes,4.5,27805,1999
MALL000333,City Centre Mall,Delhi,New Delhi,Sector 41,Premium,3,195,2400,No,No,Yes,3.6,22230,2012
MALL000334,Metro Plaza,Karnataka,Bengaluru,Sector 4,Luxury,3,135,1361,No,Yes,Yes,4.8,1869,2023
MALL000335,Grand Square Mall,Telangana,Hyderabad,Sector 2,Regional,8,374,1012,No,Yes,Yes,4.6,33735,1998
MALL000336,Metro Plaza,Maharashtra,Mumbai,Sector 21,Luxury,4,141,2388,Yes,Yes,No,4.8,39350,2016
MALL000337,Royal Mall,Delhi,New Delhi,Sector 70,Regional,6,252,1607,Yes,Yes,No,4.2,27927,2012
MALL000338,Ambience Mall,Delhi,New Delhi,Sector 31,Luxury,7,458,1342,No,No,Yes,4.6,49473,1999
MALL000339,City Centre Mall,Telangana,Hyderabad,Sector 15,Community,7,229,2881,Yes,No,No,4.4,47821,2010
MALL000340,Royal Mall,Karnataka,Bengaluru,Sector 15,Regional,6,234,263,Yes,No,Yes,4.6,8153,2021
MALL000341,Phoenix Marketcity,Karnataka,Bengaluru,Sector 10,Luxury,3,92,1477,No,No,Yes,4.2,46933,2002
MALL000342,DLF Mall of India,Maharashtra,Pune,Sector 28,Luxury,4,215,2813,No,No,No,4.9,29424,1999
MALL000343,Metro Plaza,Karnataka,Bengaluru,Sector 14,Community,5,367,1048,No,No,Yes,3.9,32287,2006
MALL000344,Metro Plaza,Karnataka,Bengaluru,Sector 73,Luxury,8,325,2343,No,Yes,Yes,4.2,18113,2024
MALL000345,Ambience Mall,Delhi,New Delhi,Sector 52,Premium,4,217,595,Yes,No,No,4.8,911,2000
MALL000346,Royal Mall,Telangana,Hyderabad,Sector 76,Premium,3,164,1604,Yes,Yes,Yes,4.5,37313,2001
MALL000347,Urban Galleria,Telangana,Hyderabad,Sector 43,Premium,4,242,2518,Yes,Yes,No,4.1,19772,2023
MALL000348,Metro Plaza,Maharashtra,Mumbai,Sector 22,Premium,8,492,1579,Yes,Yes,Yes,4.4,2937,2016
MALL000349,Royal Mall,Karnataka,Bengaluru,Sector 33,Regional,3,155,384,No,No,No,4.2,37772,2018
MALL000350,Metro Plaza,Karnataka,Bengaluru,Sector 24,Luxury,2,440,554,No,Yes,No,4.7,27264,2019
MALL000351,Metro Plaza,Delhi,New Delhi,Sector 65,Regional,5,482,1762,No,No,Yes,4.9,39956,2017
MALL000352,City Centre Mall,Delhi,New Delhi,Sector 79,Premium,2,238,1406,Yes,Yes,Yes,4.9,8569,2023
MALL000353,Royal Mall,Karnataka,Bengaluru,Sector 17,Community,4,266,1243,Yes,No,Yes,3.5,36305,2004
MALL000354,Royal Mall,Maharashtra,Mumbai,Sector 61,Luxury,3,375,1070,Yes,Yes,Yes,4.5,48024,2020
MALL000355,Royal Mall,Telangana,Hyderabad,Sector 59,Luxury,8,154,2848,Yes,No,No,4.9,6056,2015
MALL000356,Phoenix Marketcity,Maharashtra,Pune,Sector 10,Luxury,2,96,884,No,Yes,Yes,4.9,9978,2005
MALL000357,Metro Plaza,Tamil Nadu,Chennai,Sector 32,Regional,2,187,1812,Yes,Yes,No,4.8,12399,2006
MALL000358,Royal Mall,Tamil Nadu,Chennai,Sector 35,Luxury,8,422,742,No,Yes,No,4.8,27783,2007
MALL000359,Metro Plaza,Tamil Nadu,Chennai,Sector 64,Regional,6,324,746,No,Yes,No,4.3,26958,2009
MALL000360,DLF Mall of India,Karnataka,Bengaluru,Sector 6,Premium,5,159,2818,No,Yes,No,4.3,33398,2010
MALL000361,Grand Square Mall,Tamil Nadu,Chennai,Sector 17,Premium,3,175,2571,No,No,No,3.6,38317,1998
MALL000362,Grand Square Mall,Telangana,Hyderabad,Sector 47,Regional,2,68,1715,No,No,No,4.3,12820,2014
MALL000363,Grand Square Mall,Maharashtra,Mumbai,Sector 49,Luxury,2,437,604,Yes,Yes,No,3.9,11773,2014
MALL000364,Urban Galleria,Karnataka,Bengaluru,Sector 11,Regional,7,471,1377,No,Yes,Yes,4.5,36022,2018
MALL000365,Royal Mall,Karnataka,Bengaluru,Sector 59,Regional,6,274,2336,No,Yes,Yes,3.9,48094,2003
MALL000366,VR Mall,Tamil Nadu,Chennai,Sector 34,Premium,7,213,2090,No,Yes,No,4.0,33007,1999
MALL000367,Royal Mall,Tamil Nadu,Chennai,Sector 34,Luxury,8,201,1315,No,Yes,Yes,4.5,40709,2014
MALL000368,City Centre Mall,Karnataka,Bengaluru,Sector 54,Community,8,52,2385,Yes,No,No,4.4,32764,2011
MALL000369,Royal Mall,Maharashtra,Mumbai,Sector 44,Regional,4,246,1907,No,Yes,Yes,4.2,23545,2003
MALL000370,Grand Square Mall,Delhi,New Delhi,Sector 27,Regional,3,276,2084,No,Yes,No,4.9,17032,2024
MALL000371,Royal Mall,Delhi,New Delhi,Sector 64,Luxury,3,77,1158,No,Yes,Yes,4.2,28969,2017
MALL000372,Phoenix Marketcity,Maharashtra,Pune,Sector 62,Regional,5,369,1828,No,Yes,No,4.7,1869,2019
MALL000373,City Centre Mall,Telangana,Hyderabad,Sector 68,Luxury,5,347,1380,No,Yes,No,4.1,5074,2025
MALL000374,Royal Mall,Delhi,New Delhi,Sector 61,Community,4,50,1403,No,No,No,4.5,14467,2005
MALL000375,Royal Mall,Maharashtra,Mumbai,Sector 30,Regional,5,303,323,No,No,No,4.6,19890,2007
MALL000376,Royal Mall,Maharashtra,Pune,Sector 14,Regional,2,75,916,Yes,No,No,4.0,27272,1998
MALL000377,Urban Galleria,Delhi,New Delhi,Sector 44,Premium,3,413,2214,Yes,No,Yes,4.2,46945,2008
MALL000378,City Centre Mall,Karnataka,Bengaluru,Sector 36,Luxury,3,406,2348,Yes,No,Yes,4.3,36179,2023
MALL000379,Metro Plaza,Tamil Nadu,Chennai,Sector 2,Regional,7,95,756,Yes,Yes,Yes,4.4,46406,2004
MALL000380,Urban Galleria,Karnataka,Bengaluru,Sector 12,Luxury,6,203,1167,No,No,No,4.2,6503,2009
MALL000381,Lulu Mall,Telangana,Hyderabad,Sector 22,Community,7,398,2924,No,No,No,3.7,6630,1997
MALL000382,City Centre Mall,Telangana,Hyderabad,Sector 3,Community,5,186,558,No,No,No,4.4,34513,2008
MALL000383,Grand Square Mall,Maharashtra,Mumbai,Sector 45,Community,7,221,2747,No,Yes,No,4.4,15352,2003
MALL000384,Metro Plaza,Karnataka,Bengaluru,Sector 22,Community,7,450,1913,Yes,No,Yes,3.7,16000,2007
MALL000385,Grand Square Mall,Tamil Nadu,Chennai,Sector 57,Luxury,6,313,1370,No,Yes,Yes,4.7,49896,1996
MALL000386,Urban Galleria,Karnataka,Bengaluru,Sector 18,Luxury,8,394,1792,Yes,Yes,No,4.3,26942,2025
MALL000387,VR Mall,Karnataka,Bengaluru,Sector 68,Regional,8,213,206,No,No,No,4.0,32434,1998
MALL000388,City Centre Mall,Maharashtra,Mumbai,Sector 59,Regional,7,166,377,Yes,Yes,No,4.4,11086,2011
MALL000389,City Centre Mall,Tamil Nadu,Chennai,Sector 46,Premium,6,51,2334,Yes,No,Yes,4.6,10402,2024
MALL000390,City Centre Mall,Tamil Nadu,Chennai,Sector 4,Premium,5,464,2008,No,Yes,No,4.4,29872,2000
MALL000391,Metro Plaza,Karnataka,Bengaluru,Sector 21,Luxury,5,353,769,Yes,Yes,Yes,4.5,22013,1998
MALL000392,City Centre Mall,Telangana,Hyderabad,Sector 79,Luxury,6,267,955,No,Yes,No,3.7,33455,2003
MALL000393,City Centre Mall,Karnataka,Bengaluru,Sector 61,Luxury,3,404,1636,Yes,Yes,No,4.1,47190,2015
MALL000394,Lulu Mall,Karnataka,Bengaluru,Sector 45,Premium,4,197,2458,Yes,Yes,Yes,4.3,44075,2004
MALL000395,Grand Square Mall,Maharashtra,Pune,Sector 47,Premium,7,460,2084,No,Yes,No,3.8,30591,2008
MALL000396,DLF Mall of India,Delhi,New Delhi,Sector 39,Luxury,7,405,2451,Yes,No,No,3.7,34223,2007
MALL000397,Royal Mall,Karnataka,Bengaluru,Sector 41,Premium,4,500,1593,No,No,Yes,3.6,44849,2004
MALL000398,Ambience Mall,Karnataka,Bengaluru,Sector 56,Luxury,5,178,2911,No,Yes,No,4.1,482,2020
MALL000399,Royal Mall,Karnataka,Bengaluru,Sector 56,Luxury,2,377,1881,No,No,No,4.6,11545,2008
MALL000400,Metro Plaza,Telangana,Hyderabad,Sector 73,Community,7,371,865,No,No,No,4.9,40920,2008
MALL000401,Metro Plaza,Delhi,New Delhi,Sector 63,Regional,4,169,243,No,Yes,Yes,4.6,37974,2020
MALL000402,City Centre Mall,Delhi,New Delhi,Sector 21,Luxury,3,270,2173,Yes,Yes,No,4.4,9385,2006
MALL000403,Ambience Mall,Tamil Nadu,Chennai,Sector 70,Regional,2,441,1342,No,Yes,No,4.4,8823,1996
MALL000404,Urban Galleria,Delhi,New Delhi,Sector 76,Community,2,225,2030,Yes,No,Yes,4.5,12617,1996
MALL000405,Metro Plaza,Karnataka,Bengaluru,Sector 72,Community,4,384,2109,Yes,No,No,4.3,32371,2016
MALL000406,Urban Galleria,Karnataka,Bengaluru,Sector 11,Luxury,6,160,558,No,Yes,No,4.6,34571,2002
MALL000407,Metro Plaza,Delhi,New Delhi,Sector 18,Luxury,7,426,1524,Yes,No,No,4.1,36320,1997
MALL000408,Phoenix Marketcity,Delhi,New Delhi,Sector 67,Community,3,135,2147,No,Yes,Yes,4.3,29499,1999
MALL000409,Grand Square Mall,Telangana,Hyderabad,Sector 16,Regional,5,323,2740,Yes,No,No,4.0,29348,1995
MALL000410,City Centre Mall,Maharashtra,Pune,Sector 48,Luxury,4,290,1136,Yes,Yes,No,3.9,18864,1999
MALL000411,Phoenix Marketcity,Telangana,Hyderabad,Sector 43,Luxury,4,60,1042,No,Yes,Yes,4.8,29016,1997
MALL000412,Metro Plaza,Tamil Nadu,Chennai,Sector 11,Premium,8,498,2582,No,Yes,Yes,4.5,33487,2017
MALL000413,Metro Plaza,Maharashtra,Mumbai,Sector 39,Community,5,145,1479,No,No,No,4.6,45368,2003
MALL000414,Urban Galleria,Karnataka,Bengaluru,Sector 52,Premium,3,321,1456,No,No,Yes,4.4,22228,2021
MALL000415,Royal Mall,Telangana,Hyderabad,Sector 74,Luxury,8,435,1177,Yes,No,No,5.0,25702,2018
MALL000416,DLF Mall of India,Tamil Nadu,Chennai,Sector 76,Luxury,7,296,557,No,No,No,3.6,28565,2003
MALL000417,Urban Galleria,Maharashtra,Pune,Sector 46,Regional,4,89,2792,Yes,Yes,No,4.9,37737,1999
MALL000418,Royal Mall,Tamil Nadu,Chennai,Sector 37,Regional,2,144,1509,No,Yes,No,3.6,18150,2010
MALL000419,Royal Mall,Karnataka,Bengaluru,Sector 41,Regional,2,177,396,Yes,No,Yes,3.7,45603,1999
MALL000420,City Centre Mall,Karnataka,Bengaluru,Sector 77,Luxury,2,225,2690,No,No,No,3.8,27796,2005
MALL000421,Royal Mall,Tamil Nadu,Chennai,Sector 77,Premium,4,331,2741,No,Yes,No,4.5,33951,1999
MALL000422,Royal Mall,Tamil Nadu,Chennai,Sector 22,Regional,3,298,2425,Yes,No,Yes,4.8,184,1995
MALL000423,Metro Plaza,Telangana,Hyderabad,Sector 71,Luxury,6,336,1038,No,No,No,4.5,9667,2018
MALL000424,Metro Plaza,Maharashtra,Pune,Sector 46,Community,5,462,1843,Yes,Yes,Yes,4.8,46742,2011
MALL000425,Metro Plaza,Tamil Nadu,Chennai,Sector 68,Luxury,7,222,859,Yes,Yes,No,4.2,7785,1997
MALL000426,VR Mall,Maharashtra,Mumbai,Sector 11,Premium,8,75,2124,Yes,Yes,Yes,4.8,10266,1999
MALL000427,Lulu Mall,Telangana,Hyderabad,Sector 6,Luxury,4,215,1588,Yes,No,No,4.9,10000,1996
MALL000428,Metro Plaza,Delhi,New Delhi,Sector 79,Community,6,202,1253,Yes,Yes,Yes,4.2,24203,2024
MALL000429,Metro Plaza,Karnataka,Bengaluru,Sector 8,Premium,6,423,2114,No,No,Yes,4.4,39715,1998
MALL000430,Royal Mall,Tamil Nadu,Chennai,Sector 75,Community,3,279,2448,Yes,No,Yes,4.9,35840,2006
MALL000431,Royal Mall,Delhi,New Delhi,Sector 24,Community,7,458,1568,Yes,No,Yes,3.7,45703,2008
MALL000432,Urban Galleria,Karnataka,Bengaluru,Sector 58,Regional,3,436,728,Yes,Yes,No,3.8,34416,2015
MALL000433,VR Mall,Maharashtra,Mumbai,Sector 68,Premium,6,429,2006,Yes,No,No,4.7,41544,1997
MALL000434,Royal Mall,Maharashtra,Pune,Sector 6,Community,5,412,2087,Yes,No,Yes,4.0,38745,2019
MALL000435,City Centre Mall,Delhi,New Delhi,Sector 58,Regional,3,458,2989,Yes,No,No,4.2,45845,2009
MALL000436,Lulu Mall,Karnataka,Bengaluru,Sector 46,Luxury,6,318,2830,Yes,No,Yes,4.5,49194,2013
MALL000437,Urban Galleria,Tamil Nadu,Chennai,Sector 74,Premium,5,95,2062,Yes,Yes,No,3.6,40796,2022
MALL000438,Phoenix Marketcity,Karnataka,Bengaluru,Sector 48,Regional,2,85,868,No,No,Yes,4.0,26180,2008
MALL000439,Royal Mall,Telangana,Hyderabad,Sector 18,Premium,2,388,437,Yes,Yes,No,4.3,48262,2016
MALL000440,DLF Mall of India,Delhi,New Delhi,Sector 27,Regional,4,307,1105,Yes,Yes,No,4.8,42422,2010
MALL000441,Phoenix Marketcity,Maharashtra,Mumbai,Sector 22,Premium,3,330,2675,Yes,Yes,No,3.5,38421,2025
MALL000442,Urban Galleria,Karnataka,Bengaluru,Sector 56,Premium,2,105,908,No,No,No,4.9,1748,2022
MALL000443,Grand Square Mall,Telangana,Hyderabad,Sector 50,Regional,6,282,2931,No,Yes,Yes,4.0,39868,2025
