School_ID,School_Name,City_ID,City_Name,State_Name,Locality_ID,Locality_Name,School_Type,Board,Management,Established_Year,Rating,Green_School,Campus_Area_Acres,Student_Count,Teacher_Count,Student_Teacher_Ratio,Annual_Fees_INR,Transport,Hostel,Smart_Classrooms,Sports_Complex,Swimming_Pool,Robotics_Lab,Science_Lab,Computer_Lab,Library,CCTV,GPS_Bus,Nearby_Metro,Distance_to_Metro_km,Latitude,Longitude,Website,Last_Updated
S07313,Global School,C0890,Dadra City 890,Dadra and Nagar Haveli and Daman and Diu,L11610,Block 38 Township,Jawahar Navodaya Vidyalaya,IB,Trust,1980,3.4,No,28.82,986,29,34.0,166636,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,4.79,12.077989,91.589254,https://school7313.edu.in,2025-12-31
S07314,Oxford Academy,C0317,Uttar City 317,Uttar Pradesh,L04127,Colony 147 Gardens,Private,State Board,Government,1998,3.3,No,23.41,1122,34,33.0,463431,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2.75,8.794057,95.852795,https://school7314.edu.in,2025-12-31
S07315,Oxford School,C0959,Punjab City 959,Punjab,L12478,Enclave 139 Township,Boarding,CBSE,Trust,1980,4.7,No,17.56,2482,146,17.0,37025,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,15.81,13.992172,83.781698,https://school7315.edu.in,2025-12-31
S07316,Scholars International School,C0026,Vadodara,Gujarat,L00327,Sector 93 City,Residential,IB,Government,2022,3.7,Yes,11.95,4200,175,24.0,438392,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,3.38,23.850844,70.086988,https://school7316.edu.in,2025-12-31
S07317,Green Valley World School,C0065,Dimapur,Nagaland,L00824,Garden 110 Greens,Boarding,State Board,Private,1957,4.6,Yes,12.28,1290,86,15.0,423600,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,8.76,29.174821,81.641131,https://school7317.edu.in,2025-12-31
S07318,Cambridge World School,C0666,Mizoram City 666,Mizoram,L08667,Layout 49 Greens,Kendriya Vidyalaya,CBSE,Government,1994,4.8,Yes,37.7,2265,151,15.0,91011,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,16.53,14.013379,75.328196,https://school7318.edu.in,2025-12-31
S07319,St. Xavier's Senior Secondary School,C0713,Jharkhand City 713,Jharkhand,L09285,Nagar 39 Gardens,International,CBSE,Private,2019,4.0,No,25.36,3968,248,16.0,290814,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,4.3,15.05518,85.376656,https://school7319.edu.in,2025-12-31
S07320,Sunrise Senior Secondary School,C0987,Sikkim City 987,Sikkim,L12821,Garden 56 Residency,Kendriya Vidyalaya,ISC,Government,2019,3.1,Yes,37.73,825,33,25.0,404958,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.4,10.752342,83.010826,https://school7320.edu.in,2025-12-31
S07321,Sunrise Public School,C0713,Jharkhand City 713,Jharkhand,L09281,Garden 136 Gardens,Private,State Board,Private,1993,3.3,Yes,34.69,4086,227,18.0,56118,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,5.39,36.818345,75.223934,https://school7321.edu.in,2025-12-31
S07322,Ryan International Public School,C0270,Meghalaya City 270,Meghalaya,L03509,Layout 108 Heights,Kendriya Vidyalaya,ICSE,Trust,1975,2.6,Yes,36.68,5184,216,24.0,364992,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,19.25,27.710917,87.162929,https://school7322.edu.in,2025-12-31
S07323,Wisdom Senior Secondary School,C0825,Tripura City 825,Tripura,L10792,Nagar 2 Vista,Boarding,ISC,Private,2002,4.0,No,34.41,7548,222,34.0,428860,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,14.58,8.393559,86.033186,https://school7323.edu.in,2025-12-31
S07324,St. Xavier's World School,C0724,Mizoram City 724,Mizoram,L09441,Layout 89 Township,Private,ISC,Trust,2002,2.7,Yes,20.9,5720,220,26.0,358776,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,8.97,31.069648,76.566026,https://school7324.edu.in,2025-12-31
S07325,National Public School,C0622,Kerala City 622,Kerala,L08132,Colony 138 City,Jawahar Navodaya Vidyalaya,IGCSE,Government,1993,2.8,No,22.03,8715,249,35.0,161435,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,15.38,28.938834,88.824938,https://school7325.edu.in,2025-12-31
S07326,Bright Future Public School,C0229,Gujarat City 229,Gujarat,L02985,Garden 50 Vista,Kendriya Vidyalaya,IGCSE,Government,2020,3.1,Yes,19.33,4094,178,23.0,187552,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,11.32,17.525322,69.724004,https://school7326.edu.in,2025-12-31
S07327,Sunrise Senior Secondary School,C0857,Goa City 857,Goa,L11203,Colony 82 Township,Government,IB,Private,2014,2.5,Yes,9.75,2296,82,28.0,205889,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,4.93,34.404791,87.436057,https://school7327.edu.in,2025-12-31
S07328,Springfield School,C0827,Goa City 827,Goa,L10814,Phase 139 Enclave,Kendriya Vidyalaya,State Board,Private,1986,3.3,No,12.57,6844,236,29.0,343030,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,2.64,15.91614,89.385952,https://school7328.edu.in,2025-12-31
S07329,St. Xavier's Academy,C0899,Madhya City 899,Madhya Pradesh,L11724,Extension 28 Gardens,Kendriya Vidyalaya,Cambridge,Trust,1951,3.1,Yes,3.88,2754,153,18.0,126986,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,5.71,14.487142,77.221732,https://school7329.edu.in,2025-12-31
S07330,St. Xavier's International School,C0547,Andaman City 547,Andaman and Nicobar Islands,L07154,Garden 74 Vista,Boarding,ISC,Trust,2000,4.4,No,24.08,6144,192,32.0,448884,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,16.27,32.888566,73.150882,https://school7330.edu.in,2025-12-31
S07331,Holy Child Public School,C0805,Uttar City 805,Uttar Pradesh,L10544,Garden 128 Gardens,Jawahar Navodaya Vidyalaya,ICSE,Trust,1989,3.4,Yes,16.8,3425,137,25.0,210319,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.35,34.849671,74.274592,https://school7331.edu.in,2025-12-31
S07332,Future Senior Secondary School,C0096,Prayagraj,Uttar Pradesh,L01251,Block 131 Heights,Kendriya Vidyalaya,ISC,Trust,1992,4.2,No,23.83,2835,189,15.0,164573,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,8.33,24.106775,73.196772,https://school7332.edu.in,2025-12-31
S07333,National World School,C0998,Meghalaya City 998,Meghalaya,L12963,Park 57 County,Boarding,Cambridge,Private,2008,3.4,Yes,35.29,3456,192,18.0,208244,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,19.57,27.301709,82.702832,https://school7333.edu.in,2025-12-31
S07334,St. Xavier's International School,C0531,Punjab City 531,Punjab,L06936,Layout 60 County,Residential,CBSE,Trust,1968,4.7,No,12.2,4137,197,21.0,137043,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,4.7,22.888173,81.83623,https://school7334.edu.in,2025-12-31
S07335,Oxford Senior Secondary School,C0504,Himachal City 504,Himachal Pradesh,L06568,Park 52 Residency,International,IGCSE,Trust,1996,3.1,No,9.35,2226,106,21.0,38348,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,18.96,16.839723,74.558696,https://school7335.edu.in,2025-12-31
S07336,Heritage Senior Secondary School,C0537,Haryana City 537,Haryana,L07010,Extension 83 City,Jawahar Navodaya Vidyalaya,IB,Trust,1954,2.9,No,15.63,6112,191,32.0,116974,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,11.2,35.899816,84.632344,https://school7336.edu.in,2025-12-31
S07337,Springfield School,C0591,West City 591,West Bengal,L07721,Block 65 Enclave,Kendriya Vidyalaya,IB,Trust,1954,4.1,Yes,3.78,399,21,19.0,472513,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2.05,27.153376,96.588462,https://school7337.edu.in,2025-12-31
S07338,Oxford Academy,C0234,Arunachal City 234,Arunachal Pradesh,L03057,Sector 111 Paradise,Government Aided,ISC,Trust,2009,4.2,No,35.0,2310,70,33.0,181223,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,15.0,8.197387,72.378593,https://school7338.edu.in,2025-12-31
S07339,Springfield International School,C0072,Jalandhar,Punjab,L00927,Garden 116 Residency,Residential,CBSE,Private,2008,4.4,Yes,1.22,2376,132,18.0,298167,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,9.97,34.448345,79.956232,https://school7339.edu.in,2025-12-31
S07340,National Senior Secondary School,C0362,Tripura City 362,Tripura,L04706,Nagar 36 City,Government,ISC,Private,2006,3.4,Yes,35.4,3885,111,35.0,70862,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,1.39,29.514184,72.792473,https://school7340.edu.in,2025-12-31
S07341,Ryan International Senior Secondary School,C0180,Arunachal City 180,Arunachal Pradesh,L02373,Sector 21 City,Government Aided,State Board,Government,1970,2.6,No,25.39,812,29,28.0,110908,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,5.17,29.347261,93.093143,https://school7341.edu.in,2025-12-31
S07342,Oxford School,C0314,Arunachal City 314,Arunachal Pradesh,L04087,Block 128 Heights,Kendriya Vidyalaya,IB,Trust,1952,3.4,Yes,11.77,2725,109,25.0,432241,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,9.52,19.567211,94.75131,https://school7342.edu.in,2025-12-31
S07343,Ryan International Senior Secondary School,C0090,Lucknow,Uttar Pradesh,L01176,Park 39 Paradise,Jawahar Navodaya Vidyalaya,ICSE,Trust,1954,2.9,Yes,14.55,3104,194,16.0,333459,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,16.08,31.111905,86.620219,https://school7343.edu.in,2025-12-31
S07344,Bright Future Senior Secondary School,C0150,Meghalaya City 150,Meghalaya,L01928,Extension 34 Paradise,Private,Cambridge,Government,2000,4.7,Yes,20.86,460,23,20.0,17041,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,17.38,25.039521,79.080736,https://school7344.edu.in,2025-12-31
S07345,Global Academy,C0736,Puducherry City 736,Puducherry,L09578,Sector 9 Vista,Residential,State Board,Trust,2009,3.4,No,18.37,2895,193,15.0,227429,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,19.67,12.540547,84.429094,https://school7345.edu.in,2025-12-31
S07346,Modern International School,C0565,Goa City 565,Goa,L07402,Extension 97 Township,Jawahar Navodaya Vidyalaya,IGCSE,Private,2021,3.0,Yes,8.54,7680,240,32.0,145432,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,3.1,34.563344,73.856547,https://school7346.edu.in,2025-12-31
S07347,Oxford Academy,C0809,Mizoram City 809,Mizoram,L10592,Nagar 111 Gardens,Jawahar Navodaya Vidyalaya,ICSE,Trust,1976,4.0,No,18.49,1764,98,18.0,65758,No,No,No,No,No,No,Yes,No,No,No,Yes,No,11.1,18.238117,79.914311,https://school7347.edu.in,2025-12-31
S07348,Sunrise Public School,C0029,Gurugram,Haryana,L00371,Extension 114 Vista,Jawahar Navodaya Vidyalaya,CBSE,Trust,1983,2.6,Yes,37.24,1536,96,16.0,465710,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,6.87,13.129459,81.380781,https://school7348.edu.in,2025-12-31
S07349,Sunrise International School,C0577,Jammu City 577,Jammu and Kashmir,L07533,Enclave 119 County,Private,IGCSE,Trust,2004,4.8,Yes,21.65,1166,53,22.0,157516,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,18.21,29.779455,77.567527,https://school7349.edu.in,2025-12-31
S07350,Oxford World School,C0895,West City 895,West Bengal,L11665,Park 91 Greens,Residential,IGCSE,Government,2007,3.0,No,3.97,3971,209,19.0,278651,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,13.48,33.852634,89.26996,https://school7350.edu.in,2025-12-31
S07351,Heritage Senior Secondary School,C0339,Telangana City 339,Telangana,L04396,Layout 134 Heights,Kendriya Vidyalaya,State Board,Trust,1952,4.3,Yes,7.93,3584,112,32.0,133683,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,6.29,11.063135,79.417881,https://school7351.edu.in,2025-12-31
S07352,Future School,C0506,Delhi City 506,Delhi,L06585,Layout 33 County,Residential,IGCSE,Trust,1954,4.9,No,18.69,3333,101,33.0,307007,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,13.04,26.69647,70.072203,https://school7352.edu.in,2025-12-31
S07353,Future Senior Secondary School,C0012,Jorhat,Assam,L00147,Phase 128 Greens,Government,ICSE,Private,1956,4.4,Yes,23.29,3300,110,30.0,176501,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,3.57,25.940701,94.994615,https://school7353.edu.in,2025-12-31
S07354,National Senior Secondary School,C0477,Mizoram City 477,Mizoram,L06194,Garden 73 County,Private,ISC,Trust,1975,4.6,No,27.98,4140,230,18.0,339031,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,2.08,10.743897,86.316703,https://school7354.edu.in,2025-12-31
S07355,Oxford World School,C0658,Tamil City 658,Tamil Nadu,L08564,Sector 23 Greens,Residential,IGCSE,Trust,2013,4.1,No,23.66,848,53,16.0,293116,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,10.39,31.835603,84.520911,https://school7355.edu.in,2025-12-31
S07356,Holy Child School,C0930,Mizoram City 930,Mizoram,L12107,Block 66 Enclave,International,ISC,Trust,1995,4.9,No,31.23,2300,115,20.0,416479,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,15.57,33.983776,94.123434,https://school7356.edu.in,2025-12-31
S07357,Lotus World School,C0460,Delhi City 460,Delhi,L05974,Extension 72 Paradise,Government,State Board,Private,1966,4.7,No,14.26,2592,162,16.0,182941,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,6.63,21.007589,91.461736,https://school7357.edu.in,2025-12-31
S07358,Wisdom International School,C0772,Mizoram City 772,Mizoram,L10087,Park 126 Enclave,Private,IGCSE,Trust,2005,4.9,Yes,31.11,3097,163,19.0,229284,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,8.34,13.549987,80.720569,https://school7358.edu.in,2025-12-31
S07359,Green Valley Academy,C0600,Sikkim City 600,Sikkim,L07840,Extension 39 Greens,Government,IGCSE,Trust,1959,4.1,Yes,26.0,6500,250,26.0,482599,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,2.76,10.775509,96.185784,https://school7359.edu.in,2025-12-31
S07360,Holy Child Senior Secondary School,C0737,Jammu City 737,Jammu and Kashmir,L09591,Park 56 Township,Government Aided,IB,Private,1983,4.2,No,1.43,4205,145,29.0,328364,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,17.33,19.965523,68.976461,https://school7360.edu.in,2025-12-31
S07361,Ryan International International School,C0432,Gujarat City 432,Gujarat,L05597,Colony 88 Enclave,Residential,Cambridge,Private,1951,3.2,Yes,14.13,2680,134,20.0,482978,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,19.7,24.127858,74.897477,https://school7361.edu.in,2025-12-31
S07362,Delhi Public Senior Secondary School,C0413,Meghalaya City 413,Meghalaya,L05345,Extension 5 Heights,Boarding,State Board,Trust,1991,4.5,No,10.96,2048,64,32.0,131342,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,19.95,21.786766,73.13674,https://school7362.edu.in,2025-12-31
S07363,Scholars Public School,C0920,West City 920,West Bengal,L11975,Enclave 99 Gardens,Boarding,ISC,Private,2009,4.5,Yes,32.86,3720,120,31.0,439508,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,17.74,21.279563,80.740114,https://school7363.edu.in,2025-12-31
S07364,Heritage Academy,C0282,Chhattisgarh City 282,Chhattisgarh,L03668,Enclave 32 Township,Government,Cambridge,Private,1982,4.9,Yes,17.55,2475,165,15.0,58896,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,6.71,13.887013,77.55834,https://school7364.edu.in,2025-12-31
S07365,Global Senior Secondary School,C0078,Kota,Rajasthan,L01004,Extension 118 Vista,Kendriya Vidyalaya,ISC,Government,1978,3.3,Yes,25.22,2385,159,15.0,392401,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,11.67,36.060119,93.388733,https://school7365.edu.in,2025-12-31
S07366,Wisdom School,C0042,Bengaluru,Karnataka,L00554,Malleshwaram,Government Aided,ISC,Private,1972,4.6,No,34.74,1612,62,26.0,494891,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,15.44,31.480198,85.215805,https://school7366.edu.in,2025-12-31
S07367,Oxford Senior Secondary School,C0075,Jodhpur,Rajasthan,L00958,Nagar 2 Heights,Private,IGCSE,Private,1983,3.5,Yes,9.3,3952,247,16.0,298625,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,14.64,20.032275,94.976334,https://school7367.edu.in,2025-12-31
S07368,Ryan International World School,C0910,Ladakh City 910,Ladakh,L11859,Nagar 49 Enclave,Jawahar Navodaya Vidyalaya,CBSE,Government,1952,4.4,Yes,34.03,3841,167,23.0,262178,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5.85,16.168797,76.287597,https://school7368.edu.in,2025-12-31
S07369,Cambridge Academy,C0156,Sikkim City 156,Sikkim,L02026,Garden 55 Enclave,Residential,CBSE,Private,2009,3.0,Yes,25.29,1440,72,20.0,390682,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,10.79,15.693755,74.91754,https://school7369.edu.in,2025-12-31
S07370,Delhi Public Senior Secondary School,C0112,Kavaratti,Lakshadweep,L01457,Sector 1 Gardens,Private,IB,Private,1975,4.2,No,14.52,3040,190,16.0,140149,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,14.87,8.96779,71.379623,https://school7370.edu.in,2025-12-31
S07371,Scholars School,C0422,Bihar City 422,Bihar,L05472,Colony 33 Heights,Jawahar Navodaya Vidyalaya,Cambridge,Government,1954,4.0,No,2.74,4725,175,27.0,40465,No,No,No,No,No,Yes,No,No,No,Yes,No,No,0.56,33.832525,76.825439,https://school7371.edu.in,2025-12-31
S07372,Modern School,C0093,Ghaziabad,Uttar Pradesh,L01220,Phase 81 Greens,Boarding,ICSE,Private,1996,4.1,Yes,22.07,5200,208,25.0,478763,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,3.63,8.297122,84.685251,https://school7372.edu.in,2025-12-31
S07373,Scholars Senior Secondary School,C0342,Andaman City 342,Andaman and Nicobar Islands,L04443,Colony 116 Greens,Kendriya Vidyalaya,Cambridge,Trust,2005,3.1,Yes,10.06,3094,182,17.0,33807,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,18.4,28.96649,75.409408,https://school7373.edu.in,2025-12-31
S07374,National Public School,C0612,Rajasthan City 612,Rajasthan,L07993,Park 71 County,Private,State Board,Trust,2022,3.9,Yes,2.68,1748,92,19.0,351531,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,10.49,12.104022,68.759511,https://school7374.edu.in,2025-12-31
S07375,Delhi Public Senior Secondary School,C0458,Ladakh City 458,Ladakh,L05946,Colony 80 Paradise,Government,Cambridge,Government,1993,4.2,No,24.1,2820,141,20.0,483748,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,9.84,34.701128,85.127888,https://school7375.edu.in,2025-12-31
S07376,St. Xavier's Senior Secondary School,C0400,West City 400,West Bengal,L05177,Park 36 Heights,International,IB,Government,1973,3.3,Yes,10.69,4147,143,29.0,190935,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,6.14,22.180431,95.55998,https://school7376.edu.in,2025-12-31
S07377,Bright Future Public School,C0607,Uttarakhand City 607,Uttarakhand,L07940,Nagar 62 Paradise,International,IB,Government,1973,4.4,No,7.49,1560,52,30.0,116222,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,10.32,19.156005,70.129391,https://school7377.edu.in,2025-12-31
S07378,Modern International School,C0669,Bihar City 669,Bihar,L08719,Nagar 119 Township,International,CBSE,Government,1952,4.1,No,11.45,6755,193,35.0,298677,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,10.62,17.79388,73.347393,https://school7378.edu.in,2025-12-31
S07379,Springfield World School,C0979,Andaman City 979,Andaman and Nicobar Islands,L12713,Enclave 29 Enclave,Residential,ISC,Government,2006,3.5,No,19.62,1520,80,19.0,119022,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,2.18,15.389513,77.174103,https://school7379.edu.in,2025-12-31
S07380,Sunrise World School,C0782,Ladakh City 782,Ladakh,L10223,Nagar 83 Paradise,Residential,Cambridge,Trust,2001,4.6,No,35.32,4092,124,33.0,76560,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,16.37,10.797477,79.375305,https://school7380.edu.in,2025-12-31
S07381,Global Public School,C0329,Jammu City 329,Jammu and Kashmir,L04271,Block 44 Enclave,Kendriya Vidyalaya,IB,Trust,1981,4.1,No,35.8,5010,167,30.0,171121,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,9.05,13.903881,87.679211,https://school7381.edu.in,2025-12-31
S07382,Modern School,C0826,Dadra City 826,Dadra and Nagar Haveli and Daman and Diu,L10809,Phase 34 Heights,Boarding,ISC,Government,1972,4.9,Yes,13.51,1628,74,22.0,414443,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,15.14,9.345081,84.825164,https://school7382.edu.in,2025-12-31
S07383,St. Xavier's Public School,C0164,Madhya City 164,Madhya Pradesh,L02146,Enclave 57 Vista,Government,ISC,Private,1967,3.7,Yes,34.09,900,45,20.0,313160,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,18.56,14.864467,77.850411,https://school7383.edu.in,2025-12-31
S07384,St. Xavier's School,C0831,Assam City 831,Assam,L10862,Extension 130 Vista,Government Aided,ISC,Government,1986,4.2,Yes,20.18,7648,239,32.0,100961,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,13.4,11.119007,84.557548,https://school7384.edu.in,2025-12-31
S07385,Springfield Senior Secondary School,C0179,Tripura City 179,Tripura,L02357,Phase 37 Enclave,Government Aided,State Board,Trust,1956,3.3,Yes,16.66,1080,45,24.0,415700,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3.69,25.098779,81.701946,https://school7385.edu.in,2025-12-31
S07386,Bright Future Academy,C0863,Andaman City 863,Andaman and Nicobar Islands,L11270,Phase 31 County,Government,IB,Private,1996,5.0,Yes,1.81,6936,204,34.0,336319,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,1.7,23.016846,83.449198,https://school7386.edu.in,2025-12-31
S07387,Delhi Public World School,C0039,Jamshedpur,Jharkhand,L00502,Park 139 County,Residential,IB,Private,1982,3.8,Yes,6.28,3360,120,28.0,193115,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,19.36,23.855057,68.468822,https://school7387.edu.in,2025-12-31
S07388,Sunrise International School,C0760,Dadra City 760,Dadra and Nagar Haveli and Daman and Diu,L09937,Block 63 Gardens,Government Aided,IGCSE,Trust,2022,3.3,Yes,8.26,950,50,19.0,275565,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,13.24,10.688066,79.816475,https://school7388.edu.in,2025-12-31
S07389,Sunrise School,C0109,Puducherry,Puducherry,L01423,Garden 77 Residency,Boarding,ICSE,Private,1979,4.8,No,2.38,2208,138,16.0,40056,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,4.48,11.261644,82.768749,https://school7389.edu.in,2025-12-31
S07390,National Academy,C0527,Andaman City 527,Andaman and Nicobar Islands,L06867,Sector 110 County,Jawahar Navodaya Vidyalaya,ICSE,Private,1966,3.4,No,17.02,5954,229,26.0,69347,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,13.79,34.298717,90.015649,https://school7390.edu.in,2025-12-31
S07391,Oxford World School,C0295,Bihar City 295,Bihar,L03848,Nagar 14 Township,Government Aided,Cambridge,Trust,1992,3.4,No,28.57,2275,91,25.0,465321,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,19.8,15.973009,72.120531,https://school7391.edu.in,2025-12-31
S07392,Cambridge Senior Secondary School,C0540,Lakshadweep City 540,Lakshadweep,L07059,Park 102 Enclave,Government Aided,IB,Trust,1956,4.4,Yes,19.42,1128,47,24.0,335632,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,6.97,14.067682,84.939169,https://school7392.edu.in,2025-12-31
S07393,Springfield Academy,C0421,Maharashtra City 421,Maharashtra,L05453,Sector 133 Vista,Government Aided,ISC,Private,1958,3.5,Yes,26.78,7208,212,34.0,474171,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,16.11,23.80141,83.244492,https://school7393.edu.in,2025-12-31
S07394,Delhi Public School,C0916,Dadra City 916,Dadra and Nagar Haveli and Daman and Diu,L11932,Block 92 Vista,Jawahar Navodaya Vidyalaya,IB,Government,1968,3.0,Yes,8.19,2254,98,23.0,191633,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,15.55,11.898186,71.580534,https://school7394.edu.in,2025-12-31
S07395,Sunrise Academy,C0113,Daman,Dadra and Nagar Haveli and Daman and Diu,L01466,Colony 98 Residency,Government,IB,Trust,1956,3.1,No,22.21,5104,176,29.0,137370,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,13.63,18.813437,69.756154,https://school7395.edu.in,2025-12-31
S07396,National School,C0452,Punjab City 452,Punjab,L05877,Sector 131 Residency,Private,CBSE,Trust,1985,4.4,No,31.74,1595,55,29.0,340806,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,9.36,19.38688,77.174285,https://school7396.edu.in,2025-12-31
S07397,Lotus World School,C0920,West City 920,West Bengal,L11976,Enclave 109 Gardens,International,ICSE,Government,1958,4.4,Yes,7.15,3836,137,28.0,244005,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,12.71,28.132657,72.679319,https://school7397.edu.in,2025-12-31
S07398,Holy Child Senior Secondary School,C0629,Maharashtra City 629,Maharashtra,L08213,Layout 107 City,International,CBSE,Government,1984,3.7,Yes,15.32,1380,92,15.0,253025,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,14.35,34.317141,92.530874,https://school7398.edu.in,2025-12-31
S07399,Green Valley International School,C0620,Himachal City 620,Himachal Pradesh,L08114,Layout 28 Residency,Jawahar Navodaya Vidyalaya,ICSE,Government,2022,4.0,Yes,30.03,7420,212,35.0,104964,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,1.81,33.365609,72.714993,https://school7399.edu.in,2025-12-31
S07400,Springfield School,C0469,Puducherry City 469,Puducherry,L06082,Extension 20 Enclave,Kendriya Vidyalaya,IB,Government,1971,4.4,Yes,4.51,980,28,35.0,76679,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,19.03,32.198383,96.341581,https://school7400.edu.in,2025-12-31
