Locality_ID,City_ID,City_Name,State_Name,Locality_Name,Pincode,Latitude,Longitude,Zone,Distance_to_City_Center_km,Nearest_Metro,Metro_Distance_km,Nearest_Airport,Airport_Distance_km,Nearby_Hospital_Count,Nearby_School_Count,Nearby_College_Count,Nearby_Mall_Count,Nearby_Park_Count,Nearby_Restaurant_Count,Crime_Index,AQI_Index,Traffic_Index,Livability_Score,Infrastructure_Score,Investment_Score,Average_Property_Price_sqft,Average_Rent_sqft,Rental_Yield,Green_Cover_Percent,Water_Availability,Electricity_Reliability,Internet_Speed_Mbps,Flood_Risk,Noise_Level,Luxury_Locality,Smart_City_Area,Upcoming_Metro,Popular_For,Last_Updated
L01575,C0121,Puducherry City 121,Puducherry,Extension 143 Residency,954591,27.730393,82.567127,West,33.68,Yes,0.83,No,15.59,25,35,13,4,4,122,88,325,50,88,88,74,41947,130,5.62,47.77,Average,Excellent,804,Low,Low,Yes,Yes,No,Commercial,2025-12-31
L01576,C0121,Puducherry City 121,Puducherry,Nagar 132 Vista,688500,28.871914,79.558168,Central,27.79,Yes,5.25,Yes,43.26,7,37,13,8,4,101,49,117,38,65,71,52,33988,68,4.88,68.37,Average,Excellent,666,Medium,Low,Yes,Yes,No,Education,2025-12-31
L01577,C0121,Puducherry City 121,Puducherry,Layout 104 Heights,809290,13.712144,74.049737,East,6.59,No,0.96,No,21.94,24,11,13,10,14,52,73,70,27,78,75,78,31743,121,6.84,39.99,Excellent,Good,706,High,Low,No,Yes,Yes,Education,2025-12-31
L01578,C0121,Puducherry City 121,Puducherry,Sector 92 Gardens,569117,15.67832,80.475922,Central,31.37,Yes,3.34,No,11.27,16,19,1,10,14,45,37,96,69,57,53,95,17226,69,2.91,68.95,Excellent,Good,212,Medium,Medium,Yes,No,Yes,Education,2025-12-31
L01579,C0121,Puducherry City 121,Puducherry,Nagar 105 City,195000,14.13277,84.829299,North,14.31,No,14.58,Yes,13.37,13,15,19,8,12,126,23,228,86,70,52,50,32279,43,5.32,49.0,Good,Average,540,High,High,No,Yes,Yes,Education,2025-12-31
L01580,C0121,Puducherry City 121,Puducherry,Park 131 City,564757,34.081972,95.052475,Central,6.06,No,9.71,No,31.67,11,6,8,9,1,84,69,264,48,72,96,88,33766,103,3.64,59.36,Good,Average,410,Medium,High,No,Yes,Yes,Commercial,2025-12-31
L01581,C0121,Puducherry City 121,Puducherry,Enclave 147 Gardens,776903,20.894259,72.130172,South,5.38,No,4.68,No,33.41,3,22,7,3,2,7,23,279,21,58,79,99,25610,23,7.14,35.96,Excellent,Excellent,501,High,Medium,Yes,Yes,No,IT,2025-12-31
L01582,C0121,Puducherry City 121,Puducherry,Layout 92 Vista,691005,18.94284,85.235768,North,4.54,No,7.78,Yes,8.66,2,33,10,0,2,11,56,338,30,72,73,83,24501,64,7.2,63.09,Average,Average,907,Medium,Medium,No,No,No,Luxury,2025-12-31
L01583,C0121,Puducherry City 121,Puducherry,Phase 55 Residency,243347,10.781579,89.548948,Central,34.5,No,4.27,Yes,10.15,25,38,18,5,3,119,56,313,45,63,53,65,37951,28,3.9,42.95,Poor,Good,33,Medium,High,No,No,Yes,IT,2025-12-31
L01584,C0122,Sikkim City 122,Sikkim,Extension 106 Greens,792403,30.772915,91.427043,Central,29.88,No,0.71,Yes,4.75,7,3,12,9,20,63,72,99,28,67,70,58,37531,120,7.33,57.35,Excellent,Average,537,High,Low,Yes,Yes,No,IT,2025-12-31
L01585,C0122,Sikkim City 122,Sikkim,Colony 37 Greens,636866,18.416038,77.292139,North,19.81,Yes,11.19,Yes,8.44,14,5,8,11,18,95,72,315,73,70,66,89,37951,25,5.29,22.67,Poor,Excellent,914,Low,High,No,No,No,Commercial,2025-12-31
L01586,C0122,Sikkim City 122,Sikkim,Block 48 Township,782627,32.489116,69.49187,East,9.25,No,4.66,No,3.59,13,26,4,3,1,17,52,225,20,87,91,69,19639,108,7.23,28.45,Poor,Average,880,High,High,Yes,No,Yes,Commercial,2025-12-31
L01587,C0122,Sikkim City 122,Sikkim,Garden 96 City,563788,32.25367,92.546765,East,1.5,No,9.3,No,29.69,23,31,13,5,16,142,78,133,80,86,94,65,40049,32,7.56,25.04,Good,Average,492,Low,High,Yes,Yes,No,Residential,2025-12-31
L01588,C0122,Sikkim City 122,Sikkim,Block 146 City,957279,32.557471,85.182203,North,5.26,No,13.61,No,23.37,25,21,5,4,8,48,15,76,29,90,87,53,10370,119,5.89,54.52,Average,Average,516,Medium,Low,Yes,Yes,Yes,IT,2025-12-31
L01589,C0122,Sikkim City 122,Sikkim,Park 138 Vista,212487,36.904319,78.729848,South,9.12,Yes,3.19,No,11.33,7,13,16,7,9,44,51,238,60,75,85,75,28927,144,2.2,47.8,Good,Excellent,61,Low,Low,No,No,Yes,Education,2025-12-31
L01590,C0122,Sikkim City 122,Sikkim,Block 84 Township,982597,18.801553,93.882474,North,29.94,No,3.39,No,21.52,4,37,20,0,16,121,84,165,33,68,83,83,9301,96,6.02,59.79,Poor,Good,297,Medium,Medium,Yes,No,No,IT,2025-12-31
L01591,C0122,Sikkim City 122,Sikkim,Enclave 24 Heights,113911,33.162642,79.793515,East,14.82,Yes,13.67,No,20.41,18,25,9,12,11,90,35,349,71,64,81,81,29689,118,4.16,45.35,Good,Excellent,633,Low,Low,Yes,No,No,Residential,2025-12-31
L01592,C0122,Sikkim City 122,Sikkim,Extension 144 Greens,985296,20.408507,73.351924,West,34.05,No,9.25,Yes,24.64,13,8,9,6,6,145,71,144,71,63,95,71,37025,23,5.96,53.87,Average,Average,694,Medium,Low,Yes,Yes,Yes,Luxury,2025-12-31
L01593,C0122,Sikkim City 122,Sikkim,Garden 30 Greens,575857,34.004181,72.751789,Central,10.49,Yes,4.53,No,44.06,19,14,14,2,6,63,84,81,81,98,74,54,41786,112,5.35,62.27,Good,Excellent,579,Medium,High,No,Yes,Yes,Residential,2025-12-31
L01594,C0122,Sikkim City 122,Sikkim,Colony 127 County,125841,23.30398,76.915902,East,1.45,No,3.01,No,8.51,21,28,3,11,16,93,57,199,76,81,87,86,5441,106,2.75,63.38,Good,Good,172,Medium,Low,Yes,Yes,No,Luxury,2025-12-31
L01595,C0122,Sikkim City 122,Sikkim,Colony 81 Greens,723447,34.039144,87.213267,East,4.1,Yes,7.76,No,12.19,18,18,0,1,14,27,90,256,26,91,92,74,18309,38,3.83,26.15,Average,Good,725,Medium,Low,Yes,Yes,No,Commercial,2025-12-31
L01596,C0122,Sikkim City 122,Sikkim,Park 25 County,566530,35.282713,71.166107,East,34.78,No,13.23,Yes,10.07,14,35,8,0,20,27,30,161,29,90,81,82,6308,11,5.71,36.65,Good,Good,677,Low,High,No,No,Yes,Luxury,2025-12-31
L01597,C0122,Sikkim City 122,Sikkim,Park 92 Greens,403365,24.89019,88.026606,East,11.78,Yes,8.19,Yes,18.5,2,31,5,9,13,114,14,289,26,84,66,65,35908,140,7.31,29.87,Good,Excellent,163,Medium,High,Yes,Yes,Yes,Education,2025-12-31
L01598,C0123,Chandigarh City 123,Chandigarh,Sector 117 Heights,935903,17.04018,95.174072,East,9.15,Yes,3.62,Yes,18.24,1,18,11,11,4,17,70,67,85,80,64,63,5257,15,3.06,46.48,Excellent,Average,751,Low,Medium,Yes,Yes,Yes,Commercial,2025-12-31
L01599,C0123,Chandigarh City 123,Chandigarh,Extension 110 Gardens,449714,9.718265,92.103309,South,32.13,No,13.37,No,27.16,9,31,7,5,7,88,23,109,73,98,92,73,18850,60,2.31,56.6,Good,Average,596,Medium,Low,No,No,Yes,Residential,2025-12-31
L01600,C0123,Chandigarh City 123,Chandigarh,Colony 112 County,262114,20.203478,86.370213,North,25.17,No,2.43,No,39.95,23,22,2,4,8,34,54,173,31,54,88,89,7633,59,4.61,32.29,Poor,Excellent,799,Low,High,No,No,Yes,Commercial,2025-12-31
L01601,C0123,Chandigarh City 123,Chandigarh,Sector 11 City,243344,23.660533,86.73192,South,6.27,No,3.13,No,28.2,20,14,17,10,20,86,78,178,67,85,86,60,11998,91,2.38,36.37,Excellent,Good,200,High,Medium,No,No,No,Commercial,2025-12-31
L01602,C0123,Chandigarh City 123,Chandigarh,Colony 81 Greens,280282,22.932488,90.531504,Central,23.73,No,14.93,Yes,25.05,14,33,13,6,12,121,12,132,30,97,50,55,12787,40,5.76,20.95,Excellent,Good,824,Low,High,No,Yes,Yes,Luxury,2025-12-31
L01603,C0123,Chandigarh City 123,Chandigarh,Layout 131 Vista,974579,30.990013,76.367152,East,26.53,No,4.4,Yes,28.59,17,14,17,11,5,97,24,215,56,63,52,89,14402,95,6.14,65.58,Good,Average,85,Medium,Low,No,Yes,No,Commercial,2025-12-31
L01604,C0123,Chandigarh City 123,Chandigarh,Garden 6 City,668443,28.988963,86.569291,South,34.04,No,7.11,No,22.46,11,28,3,0,18,16,90,64,24,63,51,60,13564,34,6.29,18.63,Good,Good,129,Low,Low,No,Yes,Yes,Residential,2025-12-31
L01605,C0123,Chandigarh City 123,Chandigarh,Phase 143 Paradise,381963,10.862928,96.30922,South,14.62,Yes,9.46,No,33.98,24,10,3,4,9,86,30,268,33,71,91,52,19276,90,2.75,45.16,Excellent,Excellent,902,Medium,Medium,Yes,Yes,Yes,Tourism,2025-12-31
L01606,C0123,Chandigarh City 123,Chandigarh,Colony 26 Vista,297288,20.258795,76.656883,South,31.77,No,2.93,No,36.1,14,4,6,3,13,149,29,69,24,71,78,55,38996,124,3.48,18.02,Poor,Good,320,Medium,Medium,Yes,No,No,Commercial,2025-12-31
L01607,C0123,Chandigarh City 123,Chandigarh,Phase 98 Heights,301000,33.486423,77.562233,East,1.26,Yes,0.32,No,23.88,3,40,11,0,16,148,60,278,92,75,86,86,41560,63,6.01,66.8,Poor,Excellent,601,Medium,High,No,No,No,IT,2025-12-31
L01608,C0123,Chandigarh City 123,Chandigarh,Phase 61 Greens,737704,28.182099,68.254602,South,10.47,No,5.12,No,38.47,11,35,12,3,15,58,47,129,45,60,80,52,10356,137,6.65,43.55,Excellent,Good,464,High,Medium,No,No,Yes,IT,2025-12-31
L01609,C0123,Chandigarh City 123,Chandigarh,Block 99 Residency,180284,9.721811,87.466088,West,12.73,Yes,4.64,No,38.22,7,27,11,10,10,56,15,34,63,72,78,81,6151,19,7.59,49.22,Average,Good,358,High,Medium,Yes,No,No,Education,2025-12-31
L01610,C0123,Chandigarh City 123,Chandigarh,Enclave 49 Paradise,656731,16.682397,75.419669,South,7.0,No,8.55,No,9.18,4,12,11,11,18,115,10,242,37,91,98,50,42731,139,2.64,7.89,Good,Average,688,High,High,Yes,No,Yes,Luxury,2025-12-31
L01611,C0123,Chandigarh City 123,Chandigarh,Block 75 Heights,485677,30.839181,84.19232,North,23.45,Yes,10.15,No,29.06,23,12,19,11,13,61,58,155,29,61,60,76,21671,123,2.81,49.99,Average,Excellent,608,High,Low,No,No,Yes,Education,2025-12-31
L01612,C0123,Chandigarh City 123,Chandigarh,Garden 4 County,242638,15.351641,83.569186,North,16.15,No,2.16,Yes,41.95,23,27,16,10,11,52,62,246,84,61,51,86,8215,148,5.89,11.64,Average,Good,822,Medium,Medium,Yes,No,Yes,Education,2025-12-31
L01613,C0123,Chandigarh City 123,Chandigarh,Sector 125 Heights,279238,8.232303,90.093641,West,20.75,Yes,9.15,Yes,17.39,4,22,19,1,3,125,48,134,50,57,78,53,10665,97,7.37,20.55,Excellent,Average,564,Medium,Low,No,Yes,No,Commercial,2025-12-31
L01614,C0123,Chandigarh City 123,Chandigarh,Colony 141 Township,298819,30.290686,73.75106,North,17.49,Yes,10.3,No,11.91,8,3,0,3,6,91,53,319,73,67,78,98,18277,25,3.15,63.91,Poor,Average,385,Low,High,No,Yes,No,Education,2025-12-31
L01615,C0124,Chandigarh City 124,Chandigarh,Phase 37 City,797874,20.538372,70.520449,East,30.97,Yes,8.94,Yes,44.86,21,21,18,1,8,24,50,220,63,62,95,74,30118,135,2.53,31.06,Excellent,Excellent,220,Medium,Low,No,No,Yes,Residential,2025-12-31
L01616,C0124,Chandigarh City 124,Chandigarh,Nagar 35 Vista,255968,33.559225,87.92126,East,18.15,No,10.91,No,34.78,19,15,8,9,14,95,61,258,60,85,65,91,16296,96,3.06,48.49,Excellent,Average,719,Medium,Medium,Yes,No,No,IT,2025-12-31
L01617,C0124,Chandigarh City 124,Chandigarh,Phase 51 Greens,449178,16.145803,72.511356,East,34.31,Yes,0.22,No,40.27,1,8,12,3,5,132,86,35,44,91,67,86,9338,72,2.61,6.07,Good,Average,409,High,High,No,Yes,No,Luxury,2025-12-31
L01618,C0124,Chandigarh City 124,Chandigarh,Phase 119 Residency,875834,10.150064,94.425191,West,33.18,No,10.29,No,10.72,16,28,16,10,16,115,66,181,69,80,90,61,27123,139,4.45,17.64,Poor,Excellent,258,Low,Low,Yes,No,Yes,IT,2025-12-31
L01619,C0124,Chandigarh City 124,Chandigarh,Enclave 1 Residency,782118,35.549959,87.322371,West,4.66,No,1.15,No,28.79,18,24,3,4,15,95,59,88,73,97,52,63,37498,80,5.5,26.21,Average,Good,49,Medium,High,Yes,Yes,No,Education,2025-12-31
L01620,C0124,Chandigarh City 124,Chandigarh,Colony 104 Greens,431755,30.58163,89.846408,Central,32.02,No,1.14,No,28.45,20,14,5,11,11,120,72,331,25,85,82,71,4636,116,5.41,17.43,Average,Good,773,High,Medium,Yes,Yes,Yes,IT,2025-12-31
L01621,C0124,Chandigarh City 124,Chandigarh,Phase 121 Vista,135708,32.111138,86.849276,South,30.63,No,9.61,No,32.2,4,10,18,10,5,14,64,103,38,62,52,63,17693,103,6.42,14.76,Average,Excellent,573,High,High,No,Yes,Yes,Tourism,2025-12-31
L01622,C0124,Chandigarh City 124,Chandigarh,Block 62 Gardens,720863,22.416603,89.500586,South,19.17,No,9.06,No,25.71,15,26,14,8,6,67,55,28,90,95,68,61,10335,106,6.86,54.27,Excellent,Good,126,Medium,Medium,No,No,No,Commercial,2025-12-31
L01623,C0124,Chandigarh City 124,Chandigarh,Layout 51 Heights,532507,12.501519,68.673464,Central,2.73,No,12.16,Yes,27.27,23,30,4,0,6,136,15,57,46,50,98,50,35729,77,3.43,47.05,Poor,Good,939,Low,High,Yes,Yes,No,Education,2025-12-31
L01624,C0124,Chandigarh City 124,Chandigarh,Garden 64 Vista,132172,26.143822,96.875503,West,26.48,No,8.61,No,4.27,10,20,7,2,15,29,80,110,93,85,91,50,11111,141,3.69,66.85,Good,Average,835,Medium,Low,No,Yes,No,Residential,2025-12-31
L01625,C0124,Chandigarh City 124,Chandigarh,Layout 15 Enclave,886971,23.260736,77.582895,North,33.08,No,3.57,Yes,23.76,7,33,0,11,11,128,90,175,29,52,65,80,28730,48,3.05,60.45,Good,Excellent,294,Low,High,No,Yes,No,Education,2025-12-31
L01626,C0124,Chandigarh City 124,Chandigarh,Extension 135 Paradise,197735,31.271763,74.793785,West,18.34,Yes,6.23,No,32.73,14,34,8,12,16,32,29,112,27,56,99,53,13449,33,7.64,38.89,Good,Excellent,143,Low,High,No,Yes,Yes,IT,2025-12-31
L01627,C0125,Bihar City 125,Bihar,Layout 99 Heights,248039,13.548294,89.620763,South,31.2,No,7.69,Yes,6.19,9,5,17,1,5,67,48,244,49,55,75,81,26870,109,2.29,34.44,Excellent,Excellent,617,Low,Medium,No,No,No,IT,2025-12-31
L01628,C0125,Bihar City 125,Bihar,Nagar 20 Gardens,318413,32.468773,83.421767,East,17.7,No,11.23,No,43.92,1,18,15,3,1,147,8,119,86,60,56,63,9253,28,6.18,59.51,Average,Good,664,Low,High,No,Yes,Yes,Luxury,2025-12-31
L01629,C0125,Bihar City 125,Bihar,Layout 80 City,704633,21.468829,86.17673,East,5.56,No,8.48,Yes,14.91,25,3,0,1,19,120,58,294,48,65,67,73,2273,23,3.55,45.2,Poor,Excellent,108,Low,High,Yes,Yes,Yes,Commercial,2025-12-31
L01630,C0125,Bihar City 125,Bihar,Garden 100 Greens,609865,8.120492,88.382398,North,13.88,No,8.39,No,38.76,10,36,4,12,1,138,67,89,87,69,99,83,6443,139,2.63,30.3,Excellent,Excellent,163,Low,Medium,No,No,Yes,Luxury,2025-12-31
L01631,C0125,Bihar City 125,Bihar,Colony 113 Residency,434103,22.455458,81.374993,North,27.79,No,12.82,No,8.57,23,39,2,6,1,74,79,175,34,80,97,94,12126,57,2.41,45.56,Poor,Good,77,High,Medium,No,No,Yes,Commercial,2025-12-31
L01632,C0125,Bihar City 125,Bihar,Phase 26 Enclave,942327,18.527522,84.088349,South,29.56,No,10.93,Yes,36.69,10,32,1,12,12,121,16,106,73,70,74,72,26972,79,2.61,32.85,Excellent,Good,449,Medium,Low,No,No,Yes,IT,2025-12-31
L01633,C0125,Bihar City 125,Bihar,Block 36 Heights,628153,8.520521,83.14697,North,24.39,Yes,11.5,No,23.09,19,13,13,2,12,91,22,201,78,76,55,72,3653,68,3.13,61.66,Good,Excellent,68,High,Medium,Yes,No,Yes,IT,2025-12-31
L01634,C0125,Bihar City 125,Bihar,Layout 53 County,262109,12.670488,85.484575,West,19.14,Yes,2.05,Yes,31.71,1,6,7,3,19,144,77,136,21,86,50,67,2282,20,3.48,65.6,Excellent,Good,587,Medium,High,Yes,Yes,No,IT,2025-12-31
L01635,C0125,Bihar City 125,Bihar,Colony 111 Paradise,881524,8.011737,92.188658,West,19.42,Yes,10.12,Yes,28.26,20,5,4,10,15,149,5,163,70,62,75,88,6256,36,5.1,17.54,Excellent,Good,563,High,Low,No,Yes,No,Education,2025-12-31
L01636,C0126,Rajasthan City 126,Rajasthan,Block 106 Vista,517742,35.653853,87.481297,West,31.05,No,13.77,No,15.69,20,28,18,11,10,51,54,343,32,72,67,95,37206,126,7.55,40.37,Poor,Excellent,671,Medium,Low,Yes,No,No,Residential,2025-12-31
L01637,C0126,Rajasthan City 126,Rajasthan,Enclave 121 Heights,489182,9.107001,83.463424,West,12.16,No,0.71,No,9.01,10,36,2,8,18,141,89,222,76,83,87,95,25917,14,2.61,62.66,Poor,Excellent,225,High,Medium,Yes,No,No,Tourism,2025-12-31
L01638,C0126,Rajasthan City 126,Rajasthan,Block 77 Residency,133018,10.93574,76.018007,Central,28.64,No,3.26,Yes,25.47,25,6,9,0,10,104,27,184,80,84,77,93,14646,99,7.04,65.25,Average,Average,440,High,Low,No,Yes,Yes,IT,2025-12-31
L01639,C0126,Rajasthan City 126,Rajasthan,Nagar 147 Heights,363649,16.868457,90.520471,East,14.19,No,12.07,Yes,43.46,6,6,1,9,11,80,81,223,91,76,56,81,31979,56,2.34,63.67,Poor,Excellent,655,Low,High,No,No,No,Commercial,2025-12-31
L01640,C0126,Rajasthan City 126,Rajasthan,Block 120 Heights,735679,24.653793,71.424966,North,7.93,No,6.12,Yes,15.7,23,27,4,1,2,13,23,294,23,72,79,98,40488,95,4.24,6.56,Poor,Good,324,Medium,Low,No,No,No,Tourism,2025-12-31
L01641,C0126,Rajasthan City 126,Rajasthan,Extension 11 Paradise,872388,21.015941,72.53506,East,15.47,Yes,0.42,Yes,21.39,18,38,5,8,7,149,7,189,44,79,51,57,16665,130,6.25,50.66,Poor,Excellent,487,Low,Low,Yes,Yes,No,Education,2025-12-31
L01642,C0126,Rajasthan City 126,Rajasthan,Park 50 Residency,348474,26.793483,93.843861,West,32.12,No,7.42,No,42.23,13,36,10,3,6,75,19,175,84,68,59,76,44368,138,7.84,52.33,Excellent,Good,387,Medium,High,No,No,No,Education,2025-12-31
L01643,C0126,Rajasthan City 126,Rajasthan,Colony 113 Enclave,499773,19.439843,76.679663,North,27.26,Yes,4.23,No,26.42,9,26,17,10,5,148,51,71,71,72,59,61,35968,133,7.85,18.51,Poor,Average,583,Medium,Medium,No,Yes,No,Tourism,2025-12-31
L01644,C0126,Rajasthan City 126,Rajasthan,Block 71 County,696982,34.166172,87.289015,West,10.87,No,11.69,No,30.33,3,3,6,1,17,142,61,116,83,81,86,76,5389,112,6.0,37.86,Excellent,Good,703,High,Medium,Yes,Yes,No,Tourism,2025-12-31
L01645,C0126,Rajasthan City 126,Rajasthan,Sector 84 Township,670976,36.069243,79.699756,South,28.89,No,3.22,No,16.21,18,27,10,12,4,93,34,68,36,54,68,54,17098,141,2.75,45.02,Excellent,Excellent,68,High,High,No,No,No,IT,2025-12-31
L01646,C0126,Rajasthan City 126,Rajasthan,Layout 112 City,957010,9.538904,90.87166,West,0.99,No,8.54,No,21.91,4,23,11,11,6,52,54,182,29,97,58,66,27086,103,4.01,49.74,Good,Excellent,517,High,Medium,Yes,No,Yes,Commercial,2025-12-31
L01647,C0126,Rajasthan City 126,Rajasthan,Nagar 62 Residency,115961,35.279934,73.217205,West,25.22,Yes,3.29,Yes,23.52,2,11,2,11,9,137,11,41,88,66,78,93,22446,93,4.16,49.49,Average,Good,723,High,Low,Yes,Yes,Yes,Education,2025-12-31
L01648,C0126,Rajasthan City 126,Rajasthan,Block 49 Residency,804618,28.477727,69.922434,South,14.85,No,9.39,Yes,17.41,17,2,16,4,13,137,68,130,37,86,79,70,35254,77,6.54,32.75,Excellent,Average,942,High,Low,No,Yes,Yes,Luxury,2025-12-31
L01649,C0126,Rajasthan City 126,Rajasthan,Layout 101 Gardens,660735,16.021738,84.354966,Central,25.56,Yes,5.76,Yes,26.67,15,35,6,0,14,42,59,173,71,96,71,82,36659,149,5.0,69.09,Good,Good,418,Low,Low,Yes,No,Yes,Tourism,2025-12-31
L01650,C0127,Sikkim City 127,Sikkim,Park 45 Township,430566,24.991378,87.878814,North,20.82,Yes,10.31,Yes,7.95,6,6,10,10,4,40,87,284,65,55,63,74,35198,79,2.19,23.89,Poor,Excellent,417,High,Medium,Yes,Yes,No,IT,2025-12-31
L01651,C0127,Sikkim City 127,Sikkim,Sector 138 Township,632358,21.807056,70.241918,North,26.41,Yes,2.72,No,3.14,8,20,14,8,10,66,25,243,79,66,84,69,29470,77,7.98,19.25,Poor,Average,163,Low,Low,No,No,Yes,Commercial,2025-12-31
L01652,C0127,Sikkim City 127,Sikkim,Garden 124 Vista,167803,29.66269,83.891462,Central,6.5,No,13.29,No,34.77,20,28,17,2,5,74,31,72,37,93,92,55,11581,99,7.72,28.77,Average,Excellent,651,Low,High,Yes,Yes,No,Education,2025-12-31
L01653,C0127,Sikkim City 127,Sikkim,Block 69 Greens,243806,34.770907,90.282459,West,1.22,No,6.81,Yes,21.66,20,13,9,4,11,81,65,191,76,54,56,64,9020,103,6.85,50.07,Excellent,Excellent,873,Medium,Low,Yes,Yes,Yes,Luxury,2025-12-31
L01654,C0127,Sikkim City 127,Sikkim,Phase 100 County,442707,25.440219,91.269022,South,20.23,No,14.5,No,17.96,7,8,0,12,19,8,29,202,91,93,72,82,33010,42,4.27,49.28,Excellent,Good,55,Low,Medium,Yes,Yes,No,Luxury,2025-12-31
L01655,C0127,Sikkim City 127,Sikkim,Phase 29 Heights,291397,14.824615,90.656123,South,32.56,Yes,7.38,No,43.96,24,21,18,7,2,101,88,344,60,87,95,89,1973,37,5.38,31.3,Good,Average,783,High,High,Yes,No,No,Residential,2025-12-31
L01656,C0127,Sikkim City 127,Sikkim,Extension 149 Paradise,936496,8.771976,70.121165,North,30.24,No,0.18,Yes,43.3,2,36,4,2,5,19,50,145,36,97,60,52,37306,68,5.46,28.36,Poor,Excellent,604,High,Low,No,No,No,IT,2025-12-31
L01657,C0127,Sikkim City 127,Sikkim,Enclave 30 Heights,206637,16.294246,93.036581,South,9.59,No,12.38,Yes,35.07,16,14,18,0,13,112,46,54,71,82,83,90,34742,101,4.77,32.92,Poor,Average,496,Low,Low,No,Yes,Yes,Luxury,2025-12-31
L01658,C0128,Andaman City 128,Andaman and Nicobar Islands,Phase 79 Paradise,126369,19.423697,96.05058,South,4.87,No,11.79,Yes,42.13,23,24,4,4,3,114,82,156,60,77,69,74,36983,114,4.27,30.78,Good,Good,648,Low,Medium,Yes,No,Yes,IT,2025-12-31
L01659,C0128,Andaman City 128,Andaman and Nicobar Islands,Sector 4 Greens,332013,30.041216,95.933862,East,7.1,No,7.39,Yes,2.74,16,17,16,12,6,53,28,100,61,96,92,93,37332,65,3.34,32.79,Average,Excellent,767,Low,Low,Yes,No,No,IT,2025-12-31
L01660,C0128,Andaman City 128,Andaman and Nicobar Islands,Block 88 County,234370,21.650731,79.741203,West,19.1,No,14.98,No,5.38,23,5,1,0,12,27,20,296,68,60,91,96,19372,135,5.65,20.52,Average,Excellent,997,Low,Medium,Yes,No,Yes,Residential,2025-12-31
L01661,C0128,Andaman City 128,Andaman and Nicobar Islands,Garden 100 Vista,200383,35.814025,96.134126,East,22.35,Yes,9.76,No,17.93,25,23,14,5,4,59,19,285,48,97,96,85,10700,57,4.95,48.24,Good,Good,282,Medium,High,No,Yes,Yes,Tourism,2025-12-31
L01662,C0128,Andaman City 128,Andaman and Nicobar Islands,Extension 139 Greens,366433,22.690049,88.732386,East,29.92,No,2.74,Yes,8.92,13,19,10,7,2,21,65,254,51,64,81,92,4291,25,2.28,28.49,Excellent,Average,374,Medium,High,No,Yes,Yes,Commercial,2025-12-31
L01663,C0128,Andaman City 128,Andaman and Nicobar Islands,Park 60 Greens,767481,9.103897,72.518029,West,6.19,No,7.07,No,38.52,24,40,19,11,20,5,60,36,58,57,82,77,42185,107,2.06,68.03,Excellent,Good,904,Low,Low,Yes,Yes,Yes,Tourism,2025-12-31
L01664,C0128,Andaman City 128,Andaman and Nicobar Islands,Sector 124 Paradise,637080,20.492399,74.361846,Central,28.41,Yes,8.82,No,11.6,7,26,6,1,9,39,69,347,95,76,87,56,35617,111,2.72,35.87,Excellent,Excellent,462,Low,Medium,No,No,No,Luxury,2025-12-31
L01665,C0128,Andaman City 128,Andaman and Nicobar Islands,Phase 45 Heights,546258,31.467218,90.266709,Central,23.42,No,11.63,Yes,4.34,7,24,17,0,18,122,52,232,51,66,97,68,42242,32,6.31,61.05,Good,Average,317,High,High,Yes,Yes,Yes,Commercial,2025-12-31
L01666,C0129,Rajasthan City 129,Rajasthan,Enclave 114 Enclave,931455,14.081525,69.365409,Central,29.32,Yes,2.15,Yes,42.37,3,26,15,1,16,120,90,73,35,50,64,68,4648,52,2.32,64.57,Average,Good,87,Medium,Medium,No,No,No,IT,2025-12-31
L01667,C0129,Rajasthan City 129,Rajasthan,Enclave 17 Enclave,395208,26.526253,68.1672,North,1.48,Yes,13.16,Yes,11.79,2,12,3,4,18,9,37,29,30,55,96,65,43909,49,2.65,47.93,Poor,Excellent,173,Medium,Medium,Yes,No,No,Residential,2025-12-31
L01668,C0129,Rajasthan City 129,Rajasthan,Enclave 108 County,447960,18.945119,83.013534,East,15.21,Yes,5.66,Yes,10.87,13,23,19,12,15,84,67,47,95,56,68,82,32037,38,5.62,50.33,Poor,Excellent,827,Low,Low,Yes,No,No,Commercial,2025-12-31
L01669,C0129,Rajasthan City 129,Rajasthan,Block 146 Township,670666,26.416639,90.585304,West,19.25,Yes,2.12,No,19.69,20,39,3,6,19,150,25,259,77,93,51,93,34722,116,6.18,29.49,Excellent,Good,968,High,High,No,No,No,Commercial,2025-12-31
L01670,C0129,Rajasthan City 129,Rajasthan,Colony 119 Township,564752,21.989575,88.064112,Central,1.04,No,4.84,No,24.55,7,17,15,3,8,149,35,167,79,99,68,94,7916,52,4.6,41.56,Excellent,Good,479,Low,Medium,Yes,No,No,Commercial,2025-12-31
L01671,C0129,Rajasthan City 129,Rajasthan,Sector 93 Residency,195310,36.218473,96.85474,South,5.17,Yes,3.35,No,24.1,15,37,18,2,17,139,6,109,40,87,92,72,23667,135,4.39,54.18,Poor,Excellent,555,High,Low,No,Yes,No,Education,2025-12-31
