mreid_id,price,area,location,no_of_bedrooms,resale,maintenancestaff,gymnasium,swimmingpool,landscapedgardens,joggingtrack,rainwaterharvesting,indoorgames,shoppingmall,intercom,sportsfacility,atm,clubhouse,school,24x7security,powerbackup,carparking,staffquarter,cafeteria,multipurposeroom,hospital,washingmachine,gasconnection,ac,wifi,children_splayarea,liftavailable,bed,vaastucompliant,microwave,golfcourse,tv,diningtable,sofa,wardrobe,refrigerator,source_city,source_file,derived_price_per_sqft
MREID_0007586,10300000,1594,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6461.7314930991215
MREID_0007587,2392000,1699,Navallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,1407.8869923484403
MREID_0007588,3581000,581,Singaperumal Koil,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6163.511187607573
MREID_0007589,9228000,657,Perambur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,14045.66210045662
MREID_0007590,9234000,1605,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5753.271028037383
MREID_0007591,8354000,1606,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5201.7434620174345
MREID_0007592,6714000,1453,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4620.784583620097
MREID_0007593,9533000,825,Perungudi,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,11555.151515151516
MREID_0007594,5475000,1658,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3302.1712907117007
MREID_0007595,9545000,670,Perungudi,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,14246.268656716418
MREID_0007596,3960000,1660,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2385.5421686746986
MREID_0007597,3361000,490,Perungudi,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6859.183673469388
MREID_0007598,5196000,415,Perungudi,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,12520.481927710844
MREID_0007599,3481000,635,Perungudi,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5481.889763779527
MREID_0007600,7213000,430,Perungudi,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,16774.418604651164
MREID_0007601,9741000,1173,Perungudi,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8304.347826086956
MREID_0007602,7869000,1584,Perungudi,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4967.80303030303
MREID_0007603,5764000,1290,Mogappair,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4468.217054263566
MREID_0007604,7686000,945,Mogappair,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8133.333333333333
MREID_0007605,5642000,1260,Mogappair,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4477.777777777777
MREID_0007606,8303000,925,Mogappair,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8976.216216216217
MREID_0007607,8540000,1444,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5914.127423822714
MREID_0007608,9228000,1400,Mogappair,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6591.428571428572
MREID_0007609,9533000,1453,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6560.9084652443225
MREID_0007610,9545000,1658,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5756.936067551266
MREID_0007611,4544000,1660,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2737.3493975903616
MREID_0007612,5884000,967,Navallur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6084.798345398139
MREID_0007613,2664000,1252,Navallur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2127.7955271565497
MREID_0007614,4201000,567,Navallur,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,7409.171075837742
MREID_0007615,7844000,894,Navallur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8774.049217002237
MREID_0007616,10300000,1669,Navallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6171.360095865788
MREID_0007617,4934000,2200,Navallur,4,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2242.7272727272725
MREID_0007618,3501000,999,Moolacheri,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3504.5045045045044
MREID_0007619,3400000,745,Navallur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4563.758389261745
MREID_0007620,11700000,603,Moolacheri,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,19402.985074626864
MREID_0007621,5800000,2500,Navallur,4,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2320.0
MREID_0007622,3143000,1152,Moolacheri,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2728.2986111111113
MREID_0007623,17900000,603,Moolacheri,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,29684.9087893864
MREID_0007624,3200000,1707,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,1874.6338605741066
MREID_0007625,18600000,612,Moolacheri,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,30392.156862745098
MREID_0007626,17200000,1777,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,9679.23466516601
MREID_0007627,14900000,1645,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,9057.75075987842
MREID_0007628,12200000,1423,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8573.436401967674
MREID_0007629,14900000,1163,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,12811.693895098882
MREID_0007630,14900000,1421,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10485.573539760731
MREID_0007631,12200000,1428,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8543.417366946778
MREID_0007632,15000000,1168,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,12842.465753424658
MREID_0007633,10300000,1434,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,7182.705718270572
MREID_0007634,17600000,983,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,17904.37436419125
MREID_0007635,11299999,1680,Vadapalani,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6726.189880952381
MREID_0007636,11299999,1077,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10492.10677808728
MREID_0007637,10300000,1080,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,9537.037037037036
MREID_0007638,10200000,981,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10397.553516819571
MREID_0007639,10200000,980,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10408.163265306122
MREID_0007640,3200000,979,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3268.641470888662
MREID_0007641,62900000,979,Vadapalani,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,64249.23391215526
MREID_0007642,48600000,3595,Adyar,4,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,13518.776077885952
MREID_0007643,63200000,2780,Adyar,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,22733.812949640287
MREID_0007644,57000000,3615,Adyar,4,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,15767.634854771784
MREID_0007645,5955000,3260,Adyar,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,1826.6871165644172
MREID_0007646,4934000,730,Perungudi,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6758.904109589041
MREID_0007647,3400000,999,Moolacheri,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3403.4034034034034
MREID_0007648,5800000,603,Moolacheri,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,9618.573797678275
MREID_0007649,3200000,603,Moolacheri,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5306.799336650083
MREID_0007650,5734000,612,Moolacheri,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,9369.281045751633
MREID_0007651,8052000,940,Mogappair,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8565.95744680851
MREID_0007652,7442000,1320,Mogappair,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5637.878787878788
MREID_0007653,7869000,1220,Mogappair,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6450.0
MREID_0007654,8540000,925,Mogappair,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,9232.432432432432
MREID_0007655,11500000,1400,Mogappair,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8214.285714285714
MREID_0007656,9510000,2021,Navallur,4,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4705.591291439881
MREID_0007657,6611000,1650,Navallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4006.6666666666665
MREID_0007658,4942000,1158,Navallur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4267.702936096718
MREID_0007659,2400000,1131,Perungalathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2122.0159151193634
MREID_0007660,3650000,540,Medavakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6759.259259259259
MREID_0007661,3350000,750,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4466.666666666667
MREID_0007662,3600000,775,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4645.1612903225805
MREID_0007663,5400000,1200,Peerakankaranai,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4500.0
MREID_0007664,9500000,975,Chikkarayapuram,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,9743.589743589744
MREID_0007665,10200000,996,Annamalai Colony,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10240.963855421687
MREID_0007666,3500000,1065,Virugambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3286.3849765258215
MREID_0007667,6500000,790,Perumbakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8227.848101265823
MREID_0007668,6500000,1159,Ayanambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5608.283002588439
MREID_0007669,13500000,1131,Ayanambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,11936.33952254642
MREID_0007670,5116000,1135,Saidapet,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4507.488986784141
MREID_0007671,6969000,1066,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6537.5234521575985
MREID_0007672,6480000,1452,Kovur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4462.809917355372
MREID_0007673,4435000,1350,Kovur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3285.185185185185
MREID_0007674,6570999,924,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,7111.470779220779
MREID_0007675,5640000,1369,Kovur,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4119.795471146823
MREID_0007676,2952000,1175,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,2512.340425531915
MREID_0007677,3000000,615,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4878.048780487805
MREID_0007678,3881000,450,Kodambakkam,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8624.444444444445
MREID_0007679,19000000,872,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,21788.990825688074
MREID_0007680,6000000,1850,Guindy,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3243.2432432432433
MREID_0007681,3800000,1097,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3463.992707383774
MREID_0007682,3200000,790,Perumbakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4050.6329113924053
MREID_0007683,3200000,702,Poonamallee,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4558.404558404558
MREID_0007684,8400000,702,Poonamallee,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,11965.811965811965
MREID_0007685,8700000,840,Choolaimedu,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10357.142857142857
MREID_0007686,8700000,977,Kilpauk,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8904.810644831115
MREID_0007687,3300000,977,Kilpauk,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3377.686796315251
MREID_0007688,5808000,823,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,7057.108140947752
MREID_0007689,10500000,927,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,11326.860841423948
MREID_0007690,3881000,1136,Kilpauk,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3416.3732394366198
MREID_0007691,4635000,790,Perumbakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5867.088607594937
MREID_0007692,9500000,872,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10894.495412844037
MREID_0007693,13700000,1306,Mogappair,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,10490.045941807044
MREID_0007694,6659999,1850,Mogappair,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3599.9994594594596
MREID_0007695,6498999,1159,Ayanambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5607.41932700604
MREID_0007696,5506000,1131,Ayanambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4868.258178603006
MREID_0007697,4600000,927,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4962.243797195253
MREID_0007698,3886999,721,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,5391.122052704577
MREID_0007699,8281000,721,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,11485.436893203883
MREID_0007700,5206000,1314,Chromepet,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,3961.9482496194823
MREID_0007701,5255000,814,Chromepet,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,6455.773955773956
MREID_0007702,6583000,822,Chromepet,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,8008.5158150851585
MREID_0007703,4457000,1038,Chitlapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Chennai,Chennai.csv,4293.83429672447
