mreid_id,price,area,location,no_of_bedrooms,resale,maintenancestaff,gymnasium,swimmingpool,landscapedgardens,joggingtrack,rainwaterharvesting,indoorgames,shoppingmall,intercom,sportsfacility,atm,clubhouse,school,24x7security,powerbackup,carparking,staffquarter,cafeteria,multipurposeroom,hospital,washingmachine,gasconnection,ac,wifi,children_splayarea,liftavailable,bed,vaastucompliant,microwave,golfcourse,tv,diningtable,sofa,wardrobe,refrigerator,source_city,source_file,amenity_count,amenity_coverage
MREID_0007642,48600000,3595.0,adyar,4.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007643,63200000,2780.0,adyar,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007644,57000000,3615.0,adyar,4.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007645,5955000,3260.0,adyar,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007646,4934000,730.0,perungudi,1.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007647,3400000,999.0,moolacheri,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007648,5800000,603.0,moolacheri,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007649,3200000,603.0,moolacheri,1.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007650,5734000,612.0,moolacheri,1.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007651,8052000,940.0,mogappair,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007652,7442000,1320.0,mogappair,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007653,7869000,1220.0,mogappair,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007654,8540000,925.0,mogappair,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007655,11500000,1400.0,mogappair,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007656,9510000,2021.0,navallur,4.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007657,6611000,1650.0,navallur,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007658,4942000,1158.0,navallur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007659,2400000,1131.0,perungalathur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007660,3650000,540.0,medavakkam,1.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007661,3350000,750.0,medavakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007662,3600000,775.0,medavakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007663,5400000,1200.0,peerakankaranai,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007664,9500000,975.0,chikkarayapuram,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007665,10200000,996.0,annamalai colony,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007666,3500000,1065.0,virugambakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007667,6500000,790.0,perumbakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007668,6500000,1159.0,ayanambakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007669,13500000,1131.0,ayanambakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007670,5116000,1135.0,saidapet,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007671,6969000,1066.0,kovur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007672,6480000,1452.0,kovur,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007673,4435000,1350.0,kovur,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007674,6570999,924.0,kovur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007675,5640000,1369.0,kovur,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007676,2952000,1175.0,kovur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007677,3000000,615.0,kovur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007678,3881000,450.0,kodambakkam,1.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007679,19000000,872.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007680,6000000,1850.0,guindy,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007681,3800000,1097.0,porur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007682,3200000,790.0,perumbakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007683,3200000,702.0,poonamallee,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007684,8400000,702.0,poonamallee,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007685,8700000,840.0,choolaimedu,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007686,8700000,977.0,kilpauk,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007687,3300000,977.0,kilpauk,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007688,5808000,823.0,kovur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007689,10500000,927.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007690,3881000,1136.0,kilpauk,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007691,4635000,790.0,perumbakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007692,9500000,872.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007693,13700000,1306.0,mogappair,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007694,6659999,1850.0,mogappair,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007695,6498999,1159.0,ayanambakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007696,5506000,1131.0,ayanambakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007697,4600000,927.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007698,3886999,721.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007699,8281000,721.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007700,5206000,1314.0,chromepet,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007701,5255000,814.0,chromepet,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007702,6583000,822.0,chromepet,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007703,4457000,1038.0,chitlapakkam,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007704,5426000,750.0,medavakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007705,2500000,917.0,medavakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007706,3500000,550.0,perumbakkam,1.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007707,5808000,603.0,moolacheri,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007708,4500000,721.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007709,4635000,685.0,triplicane,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007710,11000000,685.0,triplicane,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007711,5500000,1000.0,royapettah,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007712,14100000,1218.0,vanagaram,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007713,5000000,1222.0,thoraipakkam omr,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007714,4700000,1000.0,sembakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007715,11000000,850.0,medavakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007716,4900000,1590.0,mogappair,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007717,3700000,1150.0,medavakkam,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007718,7200000,761.0,medavakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007719,4199000,1039.0,mogappair,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007720,4200000,900.0,ullagaram,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007721,2725000,900.0,ullagaram,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007722,3600000,639.0,avadi,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007723,4450000,1200.0,kelambakkam,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007724,2950000,856.0,madambakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007725,5116000,548.0,madambakkam,1.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007726,5737000,615.0,kovur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007727,3244000,927.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007728,18700000,721.0,ambattur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007729,18500000,1850.0,guindy,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007730,19200000,1850.0,guindy,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007731,8000000,1850.0,guindy,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007732,3772000,815.0,velachery,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007733,3200000,820.0,madambakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007734,3400000,562.0,virugambakkam,1.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007735,62500000,838.0,kattupakkam,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007736,7991000,2400.0,anna nagar,5.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007737,4138000,1567.0,manapakkam,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007738,3134000,1335.0,vandalur,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007739,5278000,825.0,perumbakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007740,32000000,1035.0,manapakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007741,23000000,1580.0,besant nagar,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007742,38000000,1275.0,kilpauk,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007743,20099999,2050.0,anna nagar,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007744,30000000,1160.0,anna nagar,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007745,3679999,2145.0,egmore,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007746,3822999,1150.0,tiruporur near kelambakkam,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007747,4431000,1062.0,tambaram west,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007748,28000000,1231.0,tambaram west,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007749,31000000,1704.0,egmore,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007750,26000000,2610.0,adyar,4.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007751,14300000,1565.0,annanagar west,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007752,8417000,1334.0,saidapet,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007753,30400000,1295.0,navallur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007754,3634000,1851.0,raja annamalai puram,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007755,2142000,920.0,perumbakkam,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007756,21000000,612.0,kelambakkam,1.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007757,7800000,2062.0,anna nagar,2.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007758,35000000,1300.0,thoraipakkam omr,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007759,2334000,2030.0,anna nagar,3.0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007760,4920000,753.0,thalambur,2.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
MREID_0007761,15000000,1245.0,perumbakkam,3.0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,chennai,Chennai.csv,306,34
